DZN,Mode,Persons
113321314,Bicycle,43
113321314,Walked only,99
113321314,Worked at home,17
113321315,Train,68
113321315,Bus,27
113321315,Ferry,0
113321315,Tram,0
113321315,Taxi,0
113321315,"Car, as driver",76
113321315,"Car, as passenger",12
113321315,Truck,0
113321315,Motorbike/scooter,5
113321315,Bicycle,11
113321315,Walked only,31
113321315,Worked at home,19
113331179,Train,645
113331179,Bus,259
113331179,Ferry,12
113331179,Tram,0
113331179,Taxi,3
113331179,"Car, as driver",503
113331179,"Car, as passenger",27
113331179,Truck,0
113331179,Motorbike/scooter,17
113331179,Bicycle,46
113331179,Walked only,199
113331179,Worked at home,42
113331180,Train,383
113331180,Bus,101
113331180,Ferry,3
113331180,Tram,0
113331180,Taxi,3
113331180,"Car, as driver",245
113331180,"Car, as passenger",18
113331180,Truck,0
113331180,Motorbike/scooter,9
113331180,Bicycle,13
113331180,Walked only,98
113331180,Worked at home,30
113331181,Train,812
113331181,Bus,85
113331181,Ferry,0
113331181,Tram,0
113331181,Taxi,11
113331181,"Car, as driver",453
113331181,"Car, as passenger",35
113331181,Truck,4
113331181,Motorbike/scooter,38
113331181,Bicycle,29
113331181,Walked only,291
113331181,Worked at home,60
113331182,Train,217
113331182,Bus,24
113331182,Ferry,0
113331182,Tram,0
113331182,Taxi,0
113331182,"Car, as driver",219
113331182,"Car, as passenger",20
113331182,Truck,3
113331182,Motorbike/scooter,8
113331182,Bicycle,13
113331182,Walked only,90
113331182,Worked at home,88
113331183,Train,766
113331183,Bus,295
113331183,Ferry,8
113331183,Tram,0
113331183,Taxi,9
113331183,"Car, as driver",440
113331183,"Car, as passenger",47
113331183,Truck,0
113331183,Motorbike/scooter,32
113331183,Bicycle,47
113331183,Walked only,141
113331183,Worked at home,55
113331184,Train,144
113331184,Bus,41
113331184,Ferry,0
113331184,Tram,0
113331184,Taxi,0
113331184,"Car, as driver",208
113331184,"Car, as passenger",25
113331184,Truck,0
113331184,Motorbike/scooter,7
113331184,Bicycle,8
113331184,Walked only,53
113331184,Worked at home,34
113331185,Train,69
113331185,Bus,9
113331185,Ferry,0
113331185,Tram,0
113331185,Taxi,0
113331185,"Car, as driver",80
113331185,"Car, as passenger",3
113331185,Truck,0
113331185,Motorbike/scooter,10
113331185,Bicycle,0
113331185,Walked only,21
113331185,Worked at home,29
113331186,Train,170
113331186,Bus,23
113331186,Ferry,0
113331186,Tram,0
113331186,Taxi,3
113331186,"Car, as driver",185
113331186,"Car, as passenger",7
113331186,Truck,0
113331186,Motorbike/scooter,14
113331186,Bicycle,7
113331186,Walked only,78
113331186,Worked at home,127
113331187,Train,245
113331187,Bus,34
113331187,Ferry,0
113331187,Tram,0
113331187,Taxi,4
113331187,"Car, as driver",202
113331187,"Car, as passenger",15
113331187,Truck,0
113331187,Motorbike/scooter,9
113331187,Bicycle,8
113331187,Walked only,144
113331187,Worked at home,49
113331188,Train,103
113331188,Bus,19
113331188,Ferry,0
113331188,Tram,0
113331188,Taxi,4
113331188,"Car, as driver",66
113331188,"Car, as passenger",0
113331188,Truck,0
113331188,Motorbike/scooter,3
113331188,Bicycle,3
113331188,Walked only,31
113331188,Worked at home,22
113331189,Train,910
113331189,Bus,199
113331189,Ferry,13
113331189,Tram,0
113331189,Taxi,13
113331189,"Car, as driver",1375
113331189,"Car, as passenger",134
113331189,Truck,6
113331189,Motorbike/scooter,174
113331189,Bicycle,160
113331189,Walked only,411
113331189,Worked at home,62
113341157,Train,1571
113341157,Bus,831
113341157,Ferry,5
113341157,Tram,15
113341157,Taxi,15
113341157,"Car, as driver",1253
113341157,"Car, as passenger",140
113341157,Truck,0
113341157,Motorbike/scooter,54
113341157,Bicycle,97
113341157,Walked only,428
113341157,Worked at home,78
113341158,Train,2661
113341158,Bus,947
113341158,Ferry,6
113341158,Tram,48
113341158,Taxi,13
113341158,"Car, as driver",780
113341158,"Car, as passenger",111
113341158,Truck,0
113341158,Motorbike/scooter,65
113341158,Bicycle,180
113341158,Walked only,478
113341158,Worked at home,119
113341159,Train,1283
113341159,Bus,513
113341159,Ferry,20
113341159,Tram,37
113341159,Taxi,23
113341159,"Car, as driver",629
113341159,"Car, as passenger",78
113341159,Truck,0
113341159,Motorbike/scooter,35
113341159,Bicycle,78
113341159,Walked only,275
113341159,Worked at home,38
113341160,Train,794
113341160,Bus,303
113341160,Ferry,12
113341160,Tram,52
113341160,Taxi,5
113341160,"Car, as driver",1142
113341160,"Car, as passenger",97
113341160,Truck,6
113341160,Motorbike/scooter,48
113341160,Bicycle,57
113341160,Walked only,229
113341160,Worked at home,62
113341161,Train,373
113341161,Bus,148
113341161,Ferry,14
113341161,Tram,26
113341161,Taxi,0
113341161,"Car, as driver",342
113341161,"Car, as passenger",36
113341161,Truck,10
113341161,Motorbike/scooter,11
113341161,Bicycle,14
113341161,Walked only,98
113341161,Worked at home,68
113341162,Train,321
113341162,Bus,138
113341162,Ferry,11
113341162,Tram,75
113341162,Taxi,12
113341162,"Car, as driver",638
113341162,"Car, as passenger",50
113341162,Truck,15
113341162,Motorbike/scooter,42
113341162,Bicycle,49
113341162,Walked only,159
113341162,Worked at home,49
113341163,Train,112
113341163,Bus,69
113341163,Ferry,12
113341163,Tram,13
113341163,Taxi,0
113341163,"Car, as driver",86
113341163,"Car, as passenger",15
113341163,Truck,0
113341163,Motorbike/scooter,9
113341163,Bicycle,12
113341163,Walked only,38
113341163,Worked at home,15
113341164,Train,196
113341164,Bus,70
113341164,Ferry,3
113341164,Tram,30
113341164,Taxi,0
113341164,"Car, as driver",127
113341164,"Car, as passenger",28
113341164,Truck,0
113341164,Motorbike/scooter,15
113341164,Bicycle,3
113341164,Walked only,66
113341164,Worked at home,37
113341165,Train,663
113341165,Bus,322
113341165,Ferry,25
113341165,Tram,168
113341165,Taxi,15
113341165,"Car, as driver",892
113341165,"Car, as passenger",61
113341165,Truck,4
113341165,Motorbike/scooter,44
113341165,Bicycle,51
113341165,Walked only,157
113341165,Worked at home,166
113341166,Train,3777
113341166,Bus,1260
113341166,Ferry,178
113341166,Tram,647
113341166,Taxi,73
113341166,"Car, as driver",3627
113341166,"Car, as passenger",334
113341166,Truck,8
113341166,Motorbike/scooter,261
113341166,Bicycle,280
113341166,Walked only,1033
113341166,Worked at home,260
113350001,Train,73
113350001,Bus,8
113350001,Ferry,0
113350001,Tram,0
113350001,Taxi,0
113350001,"Car, as driver",82
113350001,"Car, as passenger",8
113350001,Truck,0
113350001,Motorbike/scooter,3
113350001,Bicycle,9
113350001,Walked only,18
113350001,Worked at home,19
113350002,Train,435
113350002,Bus,131
113350002,Ferry,0
113350002,Tram,4
113350002,Taxi,8
113350002,"Car, as driver",308
113350002,"Car, as passenger",25
113350002,Truck,0
113350002,Motorbike/scooter,22
113350002,Bicycle,42
113350002,Walked only,147
113350002,Worked at home,16
113350003,Train,1460
113350003,Bus,107
113350003,Ferry,0
113350003,Tram,0
113350003,Taxi,10
113350003,"Car, as driver",1252
113350003,"Car, as passenger",85
113350003,Truck,7
113350003,Motorbike/scooter,53
113350003,Bicycle,96
113350003,Walked only,235
113350003,Worked at home,46
113350004,Train,5
113350004,Bus,0
113350004,Ferry,0
113350004,Tram,0
113350004,Taxi,0
113350004,"Car, as driver",5
113350004,"Car, as passenger",0
113350004,Truck,0
113350004,Motorbike/scooter,0
113350004,Bicycle,0
113350004,Walked only,0
113350004,Worked at home,6
113351252,Train,55
113351252,Bus,4
113351252,Ferry,0
113351252,Tram,0
113351252,Taxi,0
113351252,"Car, as driver",39
113351252,"Car, as passenger",3
113351252,Truck,0
113351252,Motorbike/scooter,0
113351252,Bicycle,0
113351252,Walked only,5
113351252,Worked at home,6
113351253,Train,370
113351253,Bus,20
113351253,Ferry,0
113351253,Tram,0
113351253,Taxi,3
113351253,"Car, as driver",275
113351253,"Car, as passenger",17
113351253,Truck,0
113351253,Motorbike/scooter,5
113351253,Bicycle,16
113351253,Walked only,54
113351253,Worked at home,37
113351254,Train,115
113351254,Bus,14
113351254,Ferry,0
113351254,Tram,0
113351254,Taxi,0
113351254,"Car, as driver",97
113351254,"Car, as passenger",0
113351254,Truck,0
113351254,Motorbike/scooter,6
113351254,Bicycle,15
113351254,Walked only,31
113351254,Worked at home,3
113351255,Train,346
113351255,Bus,45
113351255,Ferry,0
113351255,Tram,4
113351255,Taxi,0
113351255,"Car, as driver",297
113351255,"Car, as passenger",34
113351255,Truck,0
113351255,Motorbike/scooter,4
113351255,Bicycle,10
113351255,Walked only,51
113351255,Worked at home,38
113351257,Train,4
113351257,Bus,4
113351257,Ferry,0
113351257,Tram,0
113351257,Taxi,0
113351257,"Car, as driver",11
113351257,"Car, as passenger",0
113351257,Truck,0
113351257,Motorbike/scooter,0
113351257,Bicycle,0
113351257,Walked only,7
113351257,Worked at home,22
113351258,Train,9
113351258,Bus,0
113351258,Ferry,0
113351258,Tram,0
113351258,Taxi,0
113351258,"Car, as driver",46
113351258,"Car, as passenger",0
113351258,Truck,0
113351258,Motorbike/scooter,0
113351258,Bicycle,0
113351258,Walked only,10
113351258,Worked at home,40
113351259,Train,168
113351259,Bus,57
113351259,Ferry,5
113351259,Tram,0
113351259,Taxi,7
113351259,"Car, as driver",266
113351259,"Car, as passenger",22
113351259,Truck,0
113351259,Motorbike/scooter,6
113351259,Bicycle,16
113351259,Walked only,85
113351259,Worked at home,32
113351261,Train,991
113351261,Bus,156
113351261,Ferry,10
113351261,Tram,4
113351261,Taxi,16
113351261,"Car, as driver",619
113351261,"Car, as passenger",45
113351261,Truck,8
113351261,Motorbike/scooter,16
113351261,Bicycle,65
113351261,Walked only,197
113351261,Worked at home,74
113351262,Train,224
113351262,Bus,24
113351262,Ferry,0
113351262,Tram,0
113351262,Taxi,3
113351262,"Car, as driver",208
113351262,"Car, as passenger",13
113351262,Truck,0
113351262,Motorbike/scooter,9
113351262,Bicycle,9
113351262,Walked only,36
113351262,Worked at home,20
113351263,Train,238
113351263,Bus,38
113351263,Ferry,0
113351263,Tram,0
113351263,Taxi,0
113351263,"Car, as driver",154
113351263,"Car, as passenger",5
113351263,Truck,0
113351263,Motorbike/scooter,9
113351263,Bicycle,20
113351263,Walked only,56
113351263,Worked at home,20
113351264,Train,427
113351264,Bus,203
113351264,Ferry,5
113351264,Tram,0
113351264,Taxi,5
113351264,"Car, as driver",356
113351264,"Car, as passenger",34
113351264,Truck,0
113351264,Motorbike/scooter,19
113351264,Bicycle,57
113351264,Walked only,156
113351264,Worked at home,62
113351267,Train,245
113351267,Bus,84
113351267,Ferry,0
113351267,Tram,0
113351267,Taxi,0
113351267,"Car, as driver",83
113351267,"Car, as passenger",5
113351267,Truck,0
113351267,Motorbike/scooter,6
113351267,Bicycle,7
113351267,Walked only,88
113351267,Worked at home,27
113351268,Train,314
113351268,Bus,64
113351268,Ferry,0
113351268,Tram,3
113351268,Taxi,5
113351268,"Car, as driver",99
113351268,"Car, as passenger",14
113351268,Truck,6
113351268,Motorbike/scooter,4
113351268,Bicycle,0
113351268,Walked only,62
113351268,Worked at home,9
113361224,Train,51
113361224,Bus,6
113361224,Ferry,0
113361224,Tram,0
113361224,Taxi,0
113361224,"Car, as driver",42
113361224,"Car, as passenger",8
113361224,Truck,0
113361224,Motorbike/scooter,4
113361224,Bicycle,0
113361224,Walked only,12
113361224,Worked at home,4
113361225,Train,1436
113361225,Bus,364
113361225,Ferry,11
113361225,Tram,17
113361225,Taxi,13
113361225,"Car, as driver",720
113361225,"Car, as passenger",84
113361225,Truck,6
113361225,Motorbike/scooter,53
113361225,Bicycle,86
113361225,Walked only,286
113361225,Worked at home,73
113361226,Train,132
113361226,Bus,57
113361226,Ferry,0
113361226,Tram,0
113361226,Taxi,3
113361226,"Car, as driver",177
113361226,"Car, as passenger",19
113361226,Truck,0
113361226,Motorbike/scooter,8
113361226,Bicycle,27
113361226,Walked only,73
113361226,Worked at home,41
113361227,Train,422
113361227,Bus,199
113361227,Ferry,4
113361227,Tram,3
113361227,Taxi,14
113361227,"Car, as driver",415
113361227,"Car, as passenger",45
113361227,Truck,0
113361227,Motorbike/scooter,34
113361227,Bicycle,42
113361227,Walked only,228
113361227,Worked at home,99
113361228,Train,3034
113361228,Bus,649
113361228,Ferry,12
113361228,Tram,37
113361228,Taxi,49
113361228,"Car, as driver",1093
113361228,"Car, as passenger",177
113361228,Truck,0
113361228,Motorbike/scooter,82
113361228,Bicycle,132
113361228,Walked only,539
113361228,Worked at home,122
113361229,Train,1601
113361229,Bus,308
113361229,Ferry,6
113361229,Tram,12
113361229,Taxi,7
113361229,"Car, as driver",383
113361229,"Car, as passenger",59
113361229,Truck,0
113361229,Motorbike/scooter,28
113361229,Bicycle,63
113361229,Walked only,214
113361229,Worked at home,70
113361230,Train,1666
113361230,Bus,270
113361230,Ferry,13
113361230,Tram,22
113361230,Taxi,16
113361230,"Car, as driver",221
113361230,"Car, as passenger",34
113361230,Truck,0
113361230,Motorbike/scooter,21
113361230,Bicycle,39
113361230,Walked only,141
113361230,Worked at home,47
113361231,Train,824
113361231,Bus,190
113361231,Ferry,6
113361231,Tram,9
113361231,Taxi,14
113361231,"Car, as driver",316
113361231,"Car, as passenger",38
113361231,Truck,0
113361231,Motorbike/scooter,32
113361231,Bicycle,35
113361231,Walked only,162
113361231,Worked at home,44
113361232,Train,706
113361232,Bus,406
113361232,Ferry,3
113361232,Tram,11
113361232,Taxi,16
113361232,"Car, as driver",633
113361232,"Car, as passenger",67
113361232,Truck,3
113361232,Motorbike/scooter,63
113361232,Bicycle,75
113361232,Walked only,327
113361232,Worked at home,114
113361233,Train,490
113361233,Bus,145
113361233,Ferry,5
113361233,Tram,3
113361233,Taxi,11
113361233,"Car, as driver",177
113361233,"Car, as passenger",30
113361233,Truck,0
113361233,Motorbike/scooter,16
113361233,Bicycle,22
113361233,Walked only,107
113361233,Worked at home,27
113361234,Train,511
113361234,Bus,208
113361234,Ferry,4
113361234,Tram,7
113361234,Taxi,20
113361234,"Car, as driver",248
113361234,"Car, as passenger",32
113361234,Truck,0
113361234,Motorbike/scooter,28
113361234,Bicycle,29
113361234,Walked only,157
113361234,Worked at home,44
113361235,Train,501
113361235,Bus,271
113361235,Ferry,6
113361235,Tram,7
113361235,Taxi,3
113361235,"Car, as driver",201
113361235,"Car, as passenger",45
113361235,Truck,0
113361235,Motorbike/scooter,23
113361235,Bicycle,46
113361235,Walked only,151
113361235,Worked at home,28
113361236,Train,276
113361236,Bus,64
113361236,Ferry,0
113361236,Tram,0
113361236,Taxi,5
113361236,"Car, as driver",201
113361236,"Car, as passenger",15
113361236,Truck,0
113361236,Motorbike/scooter,33
113361236,Bicycle,9
113361236,Walked only,30
113361236,Worked at home,0
113361237,Train,39
113361237,Bus,25
113361237,Ferry,0
113361237,Tram,4
113361237,Taxi,0
113361237,"Car, as driver",34
113361237,"Car, as passenger",3
113361237,Truck,0
113361237,Motorbike/scooter,8
113361237,Bicycle,4
113361237,Walked only,24
113361237,Worked at home,6
113361238,Train,1253
113361238,Bus,506
113361238,Ferry,7
113361238,Tram,12
113361238,Taxi,8
113361238,"Car, as driver",371
113361238,"Car, as passenger",57
113361238,Truck,0
113361238,Motorbike/scooter,27
113361238,Bicycle,38
113361238,Walked only,196
113361238,Worked at home,67
113370001,Train,439
113370001,Bus,154
113370001,Ferry,27
113370001,Tram,0
113370001,Taxi,5
113370001,"Car, as driver",92
113370001,"Car, as passenger",20
113370001,Truck,0
113370001,Motorbike/scooter,14
113370001,Bicycle,14
113370001,Walked only,32
113370001,Worked at home,53
113371001,Train,275
113371001,Bus,100
113371001,Ferry,17
113371001,Tram,6
113371001,Taxi,6
113371001,"Car, as driver",175
113371001,"Car, as passenger",24
113371001,Truck,5
113371001,Motorbike/scooter,12
113371001,Bicycle,9
113371001,Walked only,14
113371001,Worked at home,6
113371002,Train,414
113371002,Bus,199
113371002,Ferry,43
113371002,Tram,3
113371002,Taxi,5
113371002,"Car, as driver",280
113371002,"Car, as passenger",31
113371002,Truck,0
113371002,Motorbike/scooter,24
113371002,Bicycle,38
113371002,Walked only,64
113371002,Worked at home,31
113371003,Train,464
113371003,Bus,220
113371003,Ferry,68
113371003,Tram,0
113371003,Taxi,10
113371003,"Car, as driver",246
113371003,"Car, as passenger",30
113371003,Truck,0
113371003,Motorbike/scooter,31
113371003,Bicycle,32
113371003,Walked only,54
113371003,Worked at home,19
113371004,Train,57
113371004,Bus,16
113371004,Ferry,3
113371004,Tram,0
113371004,Taxi,0
113371004,"Car, as driver",47
113371004,"Car, as passenger",8
113371004,Truck,0
113371004,Motorbike/scooter,3
113371004,Bicycle,5
113371004,Walked only,5
113371004,Worked at home,8
113371005,Train,209
113371005,Bus,67
113371005,Ferry,19
113371005,Tram,3
113371005,Taxi,6
113371005,"Car, as driver",83
113371005,"Car, as passenger",7
113371005,Truck,0
113371005,Motorbike/scooter,9
113371005,Bicycle,9
113371005,Walked only,24
113371005,Worked at home,4
113371006,Train,212
113371006,Bus,129
113371006,Ferry,32
113371006,Tram,0
113371006,Taxi,7
113371006,"Car, as driver",99
113371006,"Car, as passenger",15
113371006,Truck,0
113371006,Motorbike/scooter,5
113371006,Bicycle,19
113371006,Walked only,19
113371006,Worked at home,8
113371007,Train,50
113371007,Bus,14
113371007,Ferry,6
113371007,Tram,0
113371007,Taxi,0
113371007,"Car, as driver",14
113371007,"Car, as passenger",0
113371007,Truck,0
113371007,Motorbike/scooter,3
113371007,Bicycle,0
113371007,Walked only,3
113371007,Worked at home,0
113371008,Train,283
113371008,Bus,110
113371008,Ferry,32
113371008,Tram,0
113371008,Taxi,7
113371008,"Car, as driver",42
113371008,"Car, as passenger",6
113371008,Truck,0
113371008,Motorbike/scooter,18
113371008,Bicycle,10
113371008,Walked only,15
113371008,Worked at home,3
113371009,Train,340
113371009,Bus,109
113371009,Ferry,29
113371009,Tram,0
113371009,Taxi,6
113371009,"Car, as driver",122
113371009,"Car, as passenger",17
113371009,Truck,3
113371009,Motorbike/scooter,15
113371009,Bicycle,20
113371009,Walked only,31
113371009,Worked at home,19
113371010,Train,182
113371010,Bus,60
113371010,Ferry,6
113371010,Tram,0
113371010,Taxi,4
113371010,"Car, as driver",45
113371010,"Car, as passenger",8
113371010,Truck,0
113371010,Motorbike/scooter,9
113371010,Bicycle,4
113371010,Walked only,16
113371010,Worked at home,0
113371011,Train,179
113371011,Bus,52
113371011,Ferry,12
113371011,Tram,0
113371011,Taxi,0
113371011,"Car, as driver",52
113371011,"Car, as passenger",10
113371011,Truck,4
113371011,Motorbike/scooter,7
113371011,Bicycle,9
113371011,Walked only,13
113371011,Worked at home,7
113371012,Train,504
113371012,Bus,150
113371012,Ferry,34
113371012,Tram,0
113371012,Taxi,10
113371012,"Car, as driver",284
113371012,"Car, as passenger",15
113371012,Truck,0
113371012,Motorbike/scooter,28
113371012,Bicycle,31
113371012,Walked only,50
113371012,Worked at home,16
113371013,Train,134
113371013,Bus,36
113371013,Ferry,4
113371013,Tram,0
113371013,Taxi,0
113371013,"Car, as driver",39
113371013,"Car, as passenger",8
113371013,Truck,0
113371013,Motorbike/scooter,4
113371013,Bicycle,4
113371013,Walked only,14
113371013,Worked at home,4
113371014,Train,78
113371014,Bus,22
113371014,Ferry,9
113371014,Tram,0
113371014,Taxi,0
113371014,"Car, as driver",90
113371014,"Car, as passenger",5
113371014,Truck,4
113371014,Motorbike/scooter,0
113371014,Bicycle,3
113371014,Walked only,17
113371014,Worked at home,21
113371015,Train,281
113371015,Bus,93
113371015,Ferry,25
113371015,Tram,0
113371015,Taxi,0
113371015,"Car, as driver",58
113371015,"Car, as passenger",10
113371015,Truck,0
113371015,Motorbike/scooter,4
113371015,Bicycle,11
113371015,Walked only,25
113371015,Worked at home,11
113371016,Train,615
113371016,Bus,173
113371016,Ferry,50
113371016,Tram,0
113371016,Taxi,3
113371016,"Car, as driver",108
113371016,"Car, as passenger",17
113371016,Truck,0
113371016,Motorbike/scooter,17
113371016,Bicycle,18
113371016,Walked only,50
113371016,Worked at home,14
113371017,Train,157
113371017,Bus,39
113371017,Ferry,17
113371017,Tram,0
113371017,Taxi,5
113371017,"Car, as driver",46
113371017,"Car, as passenger",0
113371017,Truck,0
113371017,Motorbike/scooter,4
113371017,Bicycle,8
113371017,Walked only,15
113371017,Worked at home,8
113371018,Train,328
113371018,Bus,92
113371018,Ferry,27
113371018,Tram,0
113371018,Taxi,7
113371018,"Car, as driver",128
113371018,"Car, as passenger",14
113371018,Truck,0
113371018,Motorbike/scooter,9
113371018,Bicycle,9
113371018,Walked only,39
113371018,Worked at home,12
113371019,Train,363
113371019,Bus,106
113371019,Ferry,11
113371019,Tram,0
113371019,Taxi,0
113371019,"Car, as driver",76
113371019,"Car, as passenger",6
113371019,Truck,0
113371019,Motorbike/scooter,0
113371019,Bicycle,4
113371019,Walked only,25
113371019,Worked at home,4
113371020,Train,248
113371020,Bus,66
113371020,Ferry,4
113371020,Tram,0
113371020,Taxi,3
113371020,"Car, as driver",44
113371020,"Car, as passenger",14
113371020,Truck,0
113371020,Motorbike/scooter,4
113371020,Bicycle,5
113371020,Walked only,31
113371020,Worked at home,0
113371021,Train,385
113371021,Bus,93
113371021,Ferry,13
113371021,Tram,0
113371021,Taxi,4
113371021,"Car, as driver",117
113371021,"Car, as passenger",7
113371021,Truck,5
113371021,Motorbike/scooter,18
113371021,Bicycle,13
113371021,Walked only,19
113371021,Worked at home,0
113371024,Train,2028
113371024,Bus,916
113371024,Ferry,238
113371024,Tram,22
113371024,Taxi,36
113371024,"Car, as driver",510
113371024,"Car, as passenger",77
113371024,Truck,4
113371024,Motorbike/scooter,29
113371024,Bicycle,51
113371024,Walked only,195
113371024,Worked at home,60
113371025,Train,3960
113371025,Bus,1555
113371025,Ferry,418
113371025,Tram,19
113371025,Taxi,49
113371025,"Car, as driver",966
113371025,"Car, as passenger",134
113371025,Truck,8
113371025,Motorbike/scooter,56
113371025,Bicycle,115
113371025,Walked only,379
113371025,Worked at home,165
113371026,Train,1743
113371026,Bus,721
113371026,Ferry,264
113371026,Tram,3
113371026,Taxi,33
113371026,"Car, as driver",365
113371026,"Car, as passenger",75
113371026,Truck,9
113371026,Motorbike/scooter,38
113371026,Bicycle,55
113371026,Walked only,192
113371026,Worked at home,61
113371027,Train,474
113371027,Bus,207
113371027,Ferry,68
113371027,Tram,0
113371027,Taxi,3
113371027,"Car, as driver",104
113371027,"Car, as passenger",12
113371027,Truck,0
113371027,Motorbike/scooter,9
113371027,Bicycle,25
113371027,Walked only,46
113371027,Worked at home,33
113371028,Train,2424
113371028,Bus,984
113371028,Ferry,417
113371028,Tram,6
113371028,Taxi,34
113371028,"Car, as driver",488
113371028,"Car, as passenger",85
113371028,Truck,4
113371028,Motorbike/scooter,34
113371028,Bicycle,60
113371028,Walked only,196
113371028,Worked at home,86
113371029,Train,465
113371029,Bus,143
113371029,Ferry,33
113371029,Tram,0
113371029,Taxi,3
113371029,"Car, as driver",108
113371029,"Car, as passenger",23
113371029,Truck,0
113371029,Motorbike/scooter,7
113371029,Bicycle,11
113371029,Walked only,54
113371029,Worked at home,5
113371030,Train,119
113371030,Bus,39
113371030,Ferry,0
113371030,Tram,0
113371030,Taxi,5
113371030,"Car, as driver",70
113371030,"Car, as passenger",6
113371030,Truck,0
113371030,Motorbike/scooter,0
113371030,Bicycle,8
113371030,Walked only,16
113371030,Worked at home,6
113371031,Train,4692
113371031,Bus,2000
113371031,Ferry,281
113371031,Tram,67
113371031,Taxi,52
113371031,"Car, as driver",1009
113371031,"Car, as passenger",207
113371031,Truck,16
113371031,Motorbike/scooter,79
113371031,Bicycle,150
113371031,Walked only,419
113371031,Worked at home,201
113371032,Train,2601
113371032,Bus,976
113371032,Ferry,137
113371032,Tram,19
113371032,Taxi,28
113371032,"Car, as driver",653
113371032,"Car, as passenger",106
113371032,Truck,4
113371032,Motorbike/scooter,65
113371032,Bicycle,88
113371032,Walked only,216
113371032,Worked at home,95
113371033,Train,1782
113371033,Bus,712
113371033,Ferry,84
113371033,Tram,12
113371033,Taxi,17
113371033,"Car, as driver",358
113371033,"Car, as passenger",40
113371033,Truck,3
113371033,Motorbike/scooter,34
113371033,Bicycle,41
113371033,Walked only,120
113371033,Worked at home,67
113371034,Train,531
113371034,Bus,204
113371034,Ferry,27
113371034,Tram,4
113371034,Taxi,12
113371034,"Car, as driver",162
113371034,"Car, as passenger",21
113371034,Truck,0
113371034,Motorbike/scooter,14
113371034,Bicycle,7
113371034,Walked only,41
113371034,Worked at home,30
113371035,Train,2776
113371035,Bus,1138
113371035,Ferry,235
113371035,Tram,10
113371035,Taxi,39
113371035,"Car, as driver",535
113371035,"Car, as passenger",94
113371035,Truck,6
113371035,Motorbike/scooter,37
113371035,Bicycle,72
113371035,Walked only,208
113371035,Worked at home,138
113371036,Train,1437
113371036,Bus,627
113371036,Ferry,99
113371036,Tram,8
113371036,Taxi,18
113371036,"Car, as driver",303
113371036,"Car, as passenger",55
113371036,Truck,5
113371036,Motorbike/scooter,28
113371036,Bicycle,32
113371036,Walked only,177
113371036,Worked at home,50
113371037,Train,711
113371037,Bus,332
113371037,Ferry,110
113371037,Tram,5
113371037,Taxi,22
113371037,"Car, as driver",163
113371037,"Car, as passenger",28
113371037,Truck,0
113371037,Motorbike/scooter,15
113371037,Bicycle,20
113371037,Walked only,80
113371037,Worked at home,44
113371038,Train,247
113371038,Bus,92
113371038,Ferry,24
113371038,Tram,0
113371038,Taxi,0
113371038,"Car, as driver",15
113371038,"Car, as passenger",4
113371038,Truck,0
113371038,Motorbike/scooter,0
113371038,Bicycle,7
113371038,Walked only,19
113371038,Worked at home,7
113371039,Train,325
113371039,Bus,104
113371039,Ferry,18
113371039,Tram,0
113371039,Taxi,0
113371039,"Car, as driver",144
113371039,"Car, as passenger",18
113371039,Truck,0
113371039,Motorbike/scooter,3
113371039,Bicycle,4
113371039,Walked only,19
113371039,Worked at home,5
113371040,Train,1434
113371040,Bus,818
113371040,Ferry,236
113371040,Tram,8
113371040,Taxi,57
113371040,"Car, as driver",384
113371040,"Car, as passenger",82
113371040,Truck,0
113371040,Motorbike/scooter,27
113371040,Bicycle,52
113371040,Walked only,224
113371040,Worked at home,37
113371041,Train,1463
113371041,Bus,671
113371041,Ferry,190
113371041,Tram,3
113371041,Taxi,65
113371041,"Car, as driver",453
113371041,"Car, as passenger",68
113371041,Truck,0
113371041,Motorbike/scooter,38
113371041,Bicycle,39
113371041,Walked only,183
113371041,Worked at home,85
113371042,Train,412
113371042,Bus,139
113371042,Ferry,15
113371042,Tram,0
113371042,Taxi,0
113371042,"Car, as driver",52
113371042,"Car, as passenger",8
113371042,Truck,0
113371042,Motorbike/scooter,0
113371042,Bicycle,12
113371042,Walked only,22
113371042,Worked at home,22
113371043,Train,1609
113371043,Bus,628
113371043,Ferry,100
113371043,Tram,10
113371043,Taxi,14
113371043,"Car, as driver",236
113371043,"Car, as passenger",33
113371043,Truck,0
113371043,Motorbike/scooter,23
113371043,Bicycle,46
113371043,Walked only,119
113371043,Worked at home,89
113371044,Train,1888
113371044,Bus,850
113371044,Ferry,160
113371044,Tram,8
113371044,Taxi,39
113371044,"Car, as driver",398
113371044,"Car, as passenger",63
113371044,Truck,4
113371044,Motorbike/scooter,30
113371044,Bicycle,55
113371044,Walked only,190
113371044,Worked at home,60
113371045,Train,1510
113371045,Bus,630
113371045,Ferry,130
113371045,Tram,8
113371045,Taxi,19
113371045,"Car, as driver",346
113371045,"Car, as passenger",60
113371045,Truck,5
113371045,Motorbike/scooter,25
113371045,Bicycle,38
113371045,Walked only,147
113371045,Worked at home,55
113371046,Train,1893
113371046,Bus,905
113371046,Ferry,199
113371046,Tram,13
113371046,Taxi,41
113371046,"Car, as driver",390
113371046,"Car, as passenger",79
113371046,Truck,5
