DZN,Mode,Persons
211221033,Train,402
211221033,Bus,17
211221033,Ferry,5
211221033,Tram,191
211221033,Taxi,4
211221033,"Car, as driver",184
211221033,"Car, as passenger",32
211221033,Truck,0
211221033,Motorbike/scooter,15
211221033,Bicycle,46
211221033,Walked only,83
211221033,Worked at home,23
211221034,Train,1091
211221034,Bus,71
211221034,Ferry,0
211221034,Tram,168
211221034,Taxi,9
211221034,"Car, as driver",366
211221034,"Car, as passenger",45
211221034,Truck,0
211221034,Motorbike/scooter,14
211221034,Bicycle,74
211221034,Walked only,101
211221034,Worked at home,45
211221035,Train,251
211221035,Bus,19
211221035,Ferry,0
211221035,Tram,111
211221035,Taxi,0
211221035,"Car, as driver",161
211221035,"Car, as passenger",18
211221035,Truck,0
211221035,Motorbike/scooter,3
211221035,Bicycle,9
211221035,Walked only,116
211221035,Worked at home,10
211221036,Train,419
211221036,Bus,40
211221036,Ferry,0
211221036,Tram,206
211221036,Taxi,3
211221036,"Car, as driver",259
211221036,"Car, as passenger",31
211221036,Truck,0
211221036,Motorbike/scooter,3
211221036,Bicycle,38
211221036,Walked only,122
211221036,Worked at home,17
211221037,Train,738
211221037,Bus,57
211221037,Ferry,0
211221037,Tram,299
211221037,Taxi,0
211221037,"Car, as driver",237
211221037,"Car, as passenger",39
211221037,Truck,0
211221037,Motorbike/scooter,4
211221037,Bicycle,65
211221037,Walked only,184
211221037,Worked at home,12
211221038,Train,256
211221038,Bus,55
211221038,Ferry,0
211221038,Tram,155
211221038,Taxi,0
211221038,"Car, as driver",158
211221038,"Car, as passenger",31
211221038,Truck,0
211221038,Motorbike/scooter,6
211221038,Bicycle,25
211221038,Walked only,150
211221038,Worked at home,15
211221039,Train,1237
211221039,Bus,88
211221039,Ferry,0
211221039,Tram,495
211221039,Taxi,0
211221039,"Car, as driver",273
211221039,"Car, as passenger",43
211221039,Truck,0
211221039,Motorbike/scooter,8
211221039,Bicycle,27
211221039,Walked only,125
211221039,Worked at home,13
211221040,Train,928
211221040,Bus,92
211221040,Ferry,0
211221040,Tram,420
211221040,Taxi,6
211221040,"Car, as driver",183
211221040,"Car, as passenger",31
211221040,Truck,0
211221040,Motorbike/scooter,10
211221040,Bicycle,32
211221040,Walked only,259
211221040,Worked at home,6
211221041,Train,796
211221041,Bus,65
211221041,Ferry,0
211221041,Tram,219
211221041,Taxi,3
211221041,"Car, as driver",305
211221041,"Car, as passenger",62
211221041,Truck,0
211221041,Motorbike/scooter,6
211221041,Bicycle,82
211221041,Walked only,128
211221041,Worked at home,47
211221042,Train,782
211221042,Bus,76
211221042,Ferry,0
211221042,Tram,252
211221042,Taxi,9
211221042,"Car, as driver",258
211221042,"Car, as passenger",44
211221042,Truck,0
211221042,Motorbike/scooter,18
211221042,Bicycle,63
211221042,Walked only,134
211221042,Worked at home,29
211221043,Train,363
211221043,Bus,32
211221043,Ferry,0
211221043,Tram,69
211221043,Taxi,3
211221043,"Car, as driver",158
211221043,"Car, as passenger",28
211221043,Truck,0
211221043,Motorbike/scooter,3
211221043,Bicycle,28
211221043,Walked only,43
211221043,Worked at home,16
211221044,Train,3214
211221044,Bus,226
211221044,Ferry,4
211221044,Tram,683
211221044,Taxi,21
211221044,"Car, as driver",914
211221044,"Car, as passenger",192
211221044,Truck,0
211221044,Motorbike/scooter,41
211221044,Bicycle,162
211221044,Walked only,277
211221044,Worked at home,154
211221045,Train,1127
211221045,Bus,68
211221045,Ferry,0
211221045,Tram,206
211221045,Taxi,5
211221045,"Car, as driver",507
211221045,"Car, as passenger",60
211221045,Truck,0
211221045,Motorbike/scooter,24
211221045,Bicycle,77
211221045,Walked only,99
211221045,Worked at home,59
211221046,Train,4572
211221046,Bus,245
211221046,Ferry,3
211221046,Tram,959
211221046,Taxi,37
211221046,"Car, as driver",1407
211221046,"Car, as passenger",232
211221046,Truck,0
211221046,Motorbike/scooter,46
211221046,Bicycle,215
211221046,Walked only,387
211221046,Worked at home,150
211221047,Train,953
211221047,Bus,39
211221047,Ferry,0
211221047,Tram,162
211221047,Taxi,4
211221047,"Car, as driver",360
211221047,"Car, as passenger",42
211221047,Truck,0
211221047,Motorbike/scooter,11
211221047,Bicycle,48
211221047,Walked only,89
211221047,Worked at home,36
211221048,Train,124
211221048,Bus,10
211221048,Ferry,0
211221048,Tram,39
211221048,Taxi,4
211221048,"Car, as driver",93
211221048,"Car, as passenger",4
211221048,Truck,0
211221048,Motorbike/scooter,3
211221048,Bicycle,0
211221048,Walked only,23
211221048,Worked at home,21
211221049,Train,583
211221049,Bus,30
211221049,Ferry,0
211221049,Tram,114
211221049,Taxi,4
211221049,"Car, as driver",210
211221049,"Car, as passenger",36
211221049,Truck,0
211221049,Motorbike/scooter,4
211221049,Bicycle,40
211221049,Walked only,53
211221049,Worked at home,19
211221050,Train,76
211221050,Bus,8
211221050,Ferry,0
211221050,Tram,16
211221050,Taxi,0
211221050,"Car, as driver",89
211221050,"Car, as passenger",8
211221050,Truck,0
211221050,Motorbike/scooter,0
211221050,Bicycle,0
211221050,Walked only,11
211221050,Worked at home,10
211221051,Train,2064
211221051,Bus,62
211221051,Ferry,0
211221051,Tram,237
211221051,Taxi,16
211221051,"Car, as driver",482
211221051,"Car, as passenger",92
211221051,Truck,0
211221051,Motorbike/scooter,18
211221051,Bicycle,82
211221051,Walked only,144
211221051,Worked at home,31
211221052,Train,731
211221052,Bus,32
211221052,Ferry,3
211221052,Tram,105
211221052,Taxi,5
211221052,"Car, as driver",381
211221052,"Car, as passenger",36
211221052,Truck,0
211221052,Motorbike/scooter,9
211221052,Bicycle,38
211221052,Walked only,87
211221052,Worked at home,29
211221053,Train,817
211221053,Bus,24
211221053,Ferry,0
211221053,Tram,112
211221053,Taxi,7
211221053,"Car, as driver",186
211221053,"Car, as passenger",32
211221053,Truck,0
211221053,Motorbike/scooter,0
211221053,Bicycle,52
211221053,Walked only,81
211221053,Worked at home,11
211221054,Train,380
211221054,Bus,17
211221054,Ferry,0
211221054,Tram,32
211221054,Taxi,0
211221054,"Car, as driver",168
211221054,"Car, as passenger",13
211221054,Truck,0
211221054,Motorbike/scooter,10
211221054,Bicycle,17
211221054,Walked only,20
211221054,Worked at home,26
211221055,Train,347
211221055,Bus,20
211221055,Ferry,0
211221055,Tram,77
211221055,Taxi,0
211221055,"Car, as driver",160
211221055,"Car, as passenger",20
211221055,Truck,0
211221055,Motorbike/scooter,18
211221055,Bicycle,21
211221055,Walked only,78
211221055,Worked at home,19
211221056,Train,610
211221056,Bus,34
211221056,Ferry,0
211221056,Tram,176
211221056,Taxi,5
211221056,"Car, as driver",278
211221056,"Car, as passenger",43
211221056,Truck,0
211221056,Motorbike/scooter,15
211221056,Bicycle,55
211221056,Walked only,128
211221056,Worked at home,27
211221057,Train,3748
211221057,Bus,173
211221057,Ferry,0
211221057,Tram,659
211221057,Taxi,30
211221057,"Car, as driver",906
211221057,"Car, as passenger",126
211221057,Truck,0
211221057,Motorbike/scooter,24
211221057,Bicycle,151
211221057,Walked only,416
211221057,Worked at home,86
211221058,Train,3238
211221058,Bus,170
211221058,Ferry,5
211221058,Tram,684
211221058,Taxi,22
211221058,"Car, as driver",917
211221058,"Car, as passenger",150
211221058,Truck,0
211221058,Motorbike/scooter,35
211221058,Bicycle,184
211221058,Walked only,390
211221058,Worked at home,160
211221059,Train,833
211221059,Bus,59
211221059,Ferry,0
211221059,Tram,174
211221059,Taxi,5
211221059,"Car, as driver",249
211221059,"Car, as passenger",35
211221059,Truck,0
211221059,Motorbike/scooter,5
211221059,Bicycle,38
211221059,Walked only,80
211221059,Worked at home,10
211221060,Train,1204
211221060,Bus,43
211221060,Ferry,0
211221060,Tram,213
211221060,Taxi,7
211221060,"Car, as driver",359
211221060,"Car, as passenger",59
211221060,Truck,0
211221060,Motorbike/scooter,17
211221060,Bicycle,67
211221060,Walked only,107
211221060,Worked at home,35
211221061,Train,929
211221061,Bus,59
211221061,Ferry,0
211221061,Tram,176
211221061,Taxi,0
211221061,"Car, as driver",409
211221061,"Car, as passenger",49
211221061,Truck,0
211221061,Motorbike/scooter,15
211221061,Bicycle,35
211221061,Walked only,99
211221061,Worked at home,72
211221062,Train,6259
211221062,Bus,354
211221062,Ferry,0
211221062,Tram,873
211221062,Taxi,19
211221062,"Car, as driver",1633
211221062,"Car, as passenger",282
211221062,Truck,7
211221062,Motorbike/scooter,73
211221062,Bicycle,378
211221062,Walked only,478
211221062,Worked at home,278
211221063,Train,129
211221063,Bus,10
211221063,Ferry,0
211221063,Tram,18
211221063,Taxi,0
211221063,"Car, as driver",90
211221063,"Car, as passenger",9
211221063,Truck,0
211221063,Motorbike/scooter,6
211221063,Bicycle,9
211221063,Walked only,9
211221063,Worked at home,11
211221064,Train,394
211221064,Bus,13
211221064,Ferry,0
211221064,Tram,69
211221064,Taxi,0
211221064,"Car, as driver",125
211221064,"Car, as passenger",21
211221064,Truck,0
211221064,Motorbike/scooter,5
211221064,Bicycle,16
211221064,Walked only,34
211221064,Worked at home,10
211221065,Train,523
211221065,Bus,11
211221065,Ferry,0
211221065,Tram,61
211221065,Taxi,0
211221065,"Car, as driver",366
211221065,"Car, as passenger",9
211221065,Truck,0
211221065,Motorbike/scooter,5
211221065,Bicycle,20
211221065,Walked only,32
211221065,Worked at home,4
211221081,Train,202
211221081,Bus,33
211221081,Ferry,0
211221081,Tram,103
211221081,Taxi,0
211221081,"Car, as driver",425
211221081,"Car, as passenger",63
211221081,Truck,26
211221081,Motorbike/scooter,0
211221081,Bicycle,31
211221081,Walked only,100
211221081,Worked at home,16
211221083,Train,3037
211221083,Bus,121
211221083,Ferry,0
211221083,Tram,544
211221083,Taxi,13
211221083,"Car, as driver",1153
211221083,"Car, as passenger",161
211221083,Truck,3
211221083,Motorbike/scooter,56
211221083,Bicycle,147
211221083,Walked only,376
211221083,Worked at home,166
211221084,Train,1010
211221084,Bus,54
211221084,Ferry,0
211221084,Tram,209
211221084,Taxi,0
211221084,"Car, as driver",475
211221084,"Car, as passenger",42
211221084,Truck,0
211221084,Motorbike/scooter,22
211221084,Bicycle,50
211221084,Walked only,109
211221084,Worked at home,26
211221085,Train,2456
211221085,Bus,152
211221085,Ferry,5
211221085,Tram,590
211221085,Taxi,4
211221085,"Car, as driver",759
211221085,"Car, as passenger",89
211221085,Truck,0
211221085,Motorbike/scooter,42
211221085,Bicycle,247
211221085,Walked only,381
211221085,Worked at home,111
211221086,Train,168
211221086,Bus,5
211221086,Ferry,0
211221086,Tram,42
211221086,Taxi,0
211221086,"Car, as driver",150
211221086,"Car, as passenger",17
211221086,Truck,0
211221086,Motorbike/scooter,3
211221086,Bicycle,12
211221086,Walked only,35
211221086,Worked at home,18
211230001,Train,207
211230001,Bus,11
211230001,Ferry,0
211230001,Tram,9
211230001,Taxi,0
211230001,"Car, as driver",1161
211230001,"Car, as passenger",45
211230001,Truck,13
211230001,Motorbike/scooter,11
211230001,Bicycle,42
211230001,Walked only,27
211230001,Worked at home,17
211230002,Train,172
211230002,Bus,7
211230002,Ferry,0
211230002,Tram,4
211230002,Taxi,4
211230002,"Car, as driver",749
211230002,"Car, as passenger",19
211230002,Truck,16
211230002,Motorbike/scooter,8
211230002,Bicycle,14
211230002,Walked only,15
211230002,Worked at home,16
211231082,Train,39
211231082,Bus,4
211231082,Ferry,0
211231082,Tram,24
211231082,Taxi,0
211231082,"Car, as driver",85
211231082,"Car, as passenger",11
211231082,Truck,3
211231082,Motorbike/scooter,7
211231082,Bicycle,12
211231082,Walked only,19
211231082,Worked at home,3
211231107,Train,260
211231107,Bus,9
211231107,Ferry,0
211231107,Tram,18
211231107,Taxi,0
211231107,"Car, as driver",733
211231107,"Car, as passenger",35
211231107,Truck,6
211231107,Motorbike/scooter,9
211231107,Bicycle,34
211231107,Walked only,52
211231107,Worked at home,40
211231108,Train,63
211231108,Bus,4
211231108,Ferry,0
211231108,Tram,10
211231108,Taxi,0
211231108,"Car, as driver",151
211231108,"Car, as passenger",5
211231108,Truck,0
211231108,Motorbike/scooter,6
211231108,Bicycle,4
211231108,Walked only,5
211231108,Worked at home,8
211231109,Train,1000
211231109,Bus,27
211231109,Ferry,0
211231109,Tram,120
211231109,Taxi,9
211231109,"Car, as driver",924
211231109,"Car, as passenger",67
211231109,Truck,0
211231109,Motorbike/scooter,28
211231109,Bicycle,74
211231109,Walked only,97
211231109,Worked at home,50
211231110,Train,193
211231110,Bus,11
211231110,Ferry,0
211231110,Tram,30
211231110,Taxi,3
211231110,"Car, as driver",404
211231110,"Car, as passenger",29
211231110,Truck,0
211231110,Motorbike/scooter,8
211231110,Bicycle,25
211231110,Walked only,26
211231110,Worked at home,16
211231124,Train,13
211231124,Bus,0
211231124,Ferry,0
211231124,Tram,6
211231124,Taxi,0
211231124,"Car, as driver",92
211231124,"Car, as passenger",5
211231124,Truck,0
211231124,Motorbike/scooter,0
211231124,Bicycle,9
211231124,Walked only,11
211231124,Worked at home,28
211231125,Train,176
211231125,Bus,15
211231125,Ferry,0
211231125,Tram,64
211231125,Taxi,5
211231125,"Car, as driver",838
211231125,"Car, as passenger",45
211231125,Truck,0
211231125,Motorbike/scooter,11
211231125,Bicycle,43
211231125,Walked only,59
211231125,Worked at home,82
211231126,Train,76
211231126,Bus,4
211231126,Ferry,0
211231126,Tram,25
211231126,Taxi,0
211231126,"Car, as driver",176
211231126,"Car, as passenger",22
211231126,Truck,0
211231126,Motorbike/scooter,0
211231126,Bicycle,12
211231126,Walked only,56
211231126,Worked at home,22
211231127,Train,260
211231127,Bus,19
211231127,Ferry,0
211231127,Tram,87
211231127,Taxi,6
211231127,"Car, as driver",679
211231127,"Car, as passenger",29
211231127,Truck,0
211231127,Motorbike/scooter,5
211231127,Bicycle,65
211231127,Walked only,111
211231127,Worked at home,53
211231128,Train,268
211231128,Bus,22
211231128,Ferry,0
211231128,Tram,107
211231128,Taxi,8
211231128,"Car, as driver",613
211231128,"Car, as passenger",44
211231128,Truck,0
211231128,Motorbike/scooter,9
211231128,Bicycle,71
211231128,Walked only,58
211231128,Worked at home,28
211231129,Train,178
211231129,Bus,13
211231129,Ferry,0
211231129,Tram,71
211231129,Taxi,0
211231129,"Car, as driver",321
211231129,"Car, as passenger",15
211231129,Truck,3
211231129,Motorbike/scooter,12
211231129,Bicycle,32
211231129,Walked only,57
211231129,Worked at home,15
211231482,Train,139
211231482,Bus,4
211231482,Ferry,0
211231482,Tram,13
211231482,Taxi,3
211231482,"Car, as driver",798
211231482,"Car, as passenger",33
211231482,Truck,3
211231482,Motorbike/scooter,3
211231482,Bicycle,18
211231482,Walked only,21
211231482,Worked at home,15
211231483,Train,65
211231483,Bus,4
211231483,Ferry,0
211231483,Tram,21
211231483,Taxi,3
211231483,"Car, as driver",256
211231483,"Car, as passenger",8
211231483,Truck,0
211231483,Motorbike/scooter,0
211231483,Bicycle,12
211231483,Walked only,25
211231483,Worked at home,21
211240001,Train,334
211240001,Bus,30
211240001,Ferry,0
211240001,Tram,68
211240001,Taxi,6
211240001,"Car, as driver",1952
211240001,"Car, as passenger",83
211240001,Truck,3
211240001,Motorbike/scooter,5
211240001,Bicycle,136
211240001,Walked only,92
211240001,Worked at home,47
211240002,Train,0
211240002,Bus,0
211240002,Ferry,0
211240002,Tram,0
211240002,Taxi,0
211240002,"Car, as driver",12
211240002,"Car, as passenger",0
211240002,Truck,0
211240002,Motorbike/scooter,0
211240002,Bicycle,0
211240002,Walked only,0
211240002,Worked at home,0
211241135,Train,70
211241135,Bus,8
211241135,Ferry,0
211241135,Tram,19
211241135,Taxi,5
211241135,"Car, as driver",291
211241135,"Car, as passenger",19
211241135,Truck,0
211241135,Motorbike/scooter,0
211241135,Bicycle,24
211241135,Walked only,17
211241135,Worked at home,9
211241136,Train,655
211241136,Bus,55
211241136,Ferry,3
211241136,Tram,419
211241136,Taxi,9
211241136,"Car, as driver",2164
211241136,"Car, as passenger",122
211241136,Truck,0
211241136,Motorbike/scooter,14
211241136,Bicycle,269
211241136,Walked only,203
211241136,Worked at home,29
211241137,Train,44
211241137,Bus,4
211241137,Ferry,0
211241137,Tram,29
211241137,Taxi,0
211241137,"Car, as driver",122
211241137,"Car, as passenger",11
211241137,Truck,0
211241137,Motorbike/scooter,0
211241137,Bicycle,20
211241137,Walked only,24
211241137,Worked at home,36
211241138,Train,2168
211241138,Bus,230
211241138,Ferry,4
211241138,Tram,1001
211241138,Taxi,13
211241138,"Car, as driver",4059
211241138,"Car, as passenger",279
211241138,Truck,0
211241138,Motorbike/scooter,41
211241138,Bicycle,626
211241138,Walked only,533
211241138,Worked at home,41
211241139,Train,151
211241139,Bus,15
211241139,Ferry,0
211241139,Tram,54
211241139,Taxi,3
211241139,"Car, as driver",572
211241139,"Car, as passenger",29
211241139,Truck,0
211241139,Motorbike/scooter,3
211241139,Bicycle,94
211241139,Walked only,83
211241139,Worked at home,56
211241140,Train,1688
211241140,Bus,247
211241140,Ferry,3
211241140,Tram,819
211241140,Taxi,9
211241140,"Car, as driver",1822
211241140,"Car, as passenger",182
211241140,Truck,0
211241140,Motorbike/scooter,46
211241140,Bicycle,819
211241140,Walked only,926
211241140,Worked at home,206
211251087,Train,1543
211251087,Bus,83
211251087,Ferry,5
211251087,Tram,604
211251087,Taxi,23
211251087,"Car, as driver",2328
211251087,"Car, as passenger",166
211251087,Truck,6
211251087,Motorbike/scooter,27
211251087,Bicycle,183
211251087,Walked only,306
211251087,Worked at home,174
211251090,Train,842
211251090,Bus,161
211251090,Ferry,5
211251090,Tram,401
211251090,Taxi,11
211251090,"Car, as driver",2697
211251090,"Car, as passenger",153
211251090,Truck,0
211251090,Motorbike/scooter,29
211251090,Bicycle,266
211251090,Walked only,456
211251090,Worked at home,43
211251091,Train,672
211251091,Bus,59
211251091,Ferry,5
211251091,Tram,249
211251091,Taxi,8
211251091,"Car, as driver",1165
211251091,"Car, as passenger",78
211251091,Truck,0
211251091,Motorbike/scooter,14
211251091,Bicycle,90
211251091,Walked only,145
211251091,Worked at home,31
211251092,Train,161
211251092,Bus,15
211251092,Ferry,0
211251092,Tram,118
211251092,Taxi,3
211251092,"Car, as driver",639
211251092,"Car, as passenger",41
211251092,Truck,0
211251092,Motorbike/scooter,5
211251092,Bicycle,43
211251092,Walked only,112
211251092,Worked at home,130
211251093,Train,23
211251093,Bus,0
211251093,Ferry,0
211251093,Tram,16
211251093,Taxi,0
211251093,"Car, as driver",88
211251093,"Car, as passenger",4
211251093,Truck,0
211251093,Motorbike/scooter,0
211251093,Bicycle,7
211251093,Walked only,19
211251093,Worked at home,13
211260001,Train,87
211260001,Bus,3
211260001,Ferry,0
211260001,Tram,33
211260001,Taxi,0
211260001,"Car, as driver",189
211260001,"Car, as passenger",13
211260001,Truck,0
211260001,Motorbike/scooter,5
211260001,Bicycle,9
211260001,Walked only,20
211260001,Worked at home,36
211260002,Train,1141
211260002,Bus,36
211260002,Ferry,0
211260002,Tram,378
211260002,Taxi,5
211260002,"Car, as driver",824
211260002,"Car, as passenger",57
211260002,Truck,0
211260002,Motorbike/scooter,17
211260002,Bicycle,141
211260002,Walked only,192
211260002,Worked at home,69
211260003,Train,1688
211260003,Bus,114
211260003,Ferry,0
211260003,Tram,546
211260003,Taxi,16
211260003,"Car, as driver",3505
211260003,"Car, as passenger",253
211260003,Truck,3
211260003,Motorbike/scooter,82
211260003,Bicycle,123
211260003,Walked only,562
211260003,Worked at home,22
211260004,Train,987
211260004,Bus,28
211260004,Ferry,0
211260004,Tram,303
211260004,Taxi,5
211260004,"Car, as driver",1166
211260004,"Car, as passenger",102
211260004,Truck,0
211260004,Motorbike/scooter,31
211260004,Bicycle,62
211260004,Walked only,170
211260004,Worked at home,18
211260005,Train,3016
211260005,Bus,115
211260005,Ferry,5
211260005,Tram,634
211260005,Taxi,47
211260005,"Car, as driver",2303
211260005,"Car, as passenger",230
211260005,Truck,3
211260005,Motorbike/scooter,45
211260005,Bicycle,261
211260005,Walked only,513
211260005,Worked at home,186
211260006,Train,2741
211260006,Bus,72
211260006,Ferry,3
211260006,Tram,487
211260006,Taxi,26
211260006,"Car, as driver",1963
211260006,"Car, as passenger",154
211260006,Truck,3
211260006,Motorbike/scooter,43
211260006,Bicycle,214
211260006,Walked only,364
211260006,Worked at home,332
211260007,Train,117
211260007,Bus,9
211260007,Ferry,0
211260007,Tram,50
211260007,Taxi,0
211260007,"Car, as driver",261
211260007,"Car, as passenger",31
211260007,Truck,0
211260007,Motorbike/scooter,0
211260007,Bicycle,17
211260007,Walked only,22
211260007,Worked at home,22
211260008,Train,85
211260008,Bus,3
211260008,Ferry,0
211260008,Tram,19
211260008,Taxi,0
211260008,"Car, as driver",155
211260008,"Car, as passenger",6
211260008,Truck,0
211260008,Motorbike/scooter,0
211260008,Bicycle,4
211260008,Walked only,29
211260008,Worked at home,27
211260009,Train,66
211260009,Bus,0
211260009,Ferry,0
211260009,Tram,14
211260009,Taxi,3
211260009,"Car, as driver",444
211260009,"Car, as passenger",17
211260009,Truck,3
211260009,Motorbike/scooter,3
211260009,Bicycle,11
211260009,Walked only,15
211260009,Worked at home,5
211261068,Train,183
211261068,Bus,5
211261068,Ferry,0
211261068,Tram,78
211261068,Taxi,7
211261068,"Car, as driver",300
211261068,"Car, as passenger",17
211261068,Truck,0
211261068,Motorbike/scooter,5
211261068,Bicycle,44
211261068,Walked only,41
211261068,Worked at home,11
211261069,Train,332
211261069,Bus,20
211261069,Ferry,0
211261069,Tram,101
211261069,Taxi,18
211261069,"Car, as driver",341
211261069,"Car, as passenger",31
211261069,Truck,0
211261069,Motorbike/scooter,9
211261069,Bicycle,55
211261069,Walked only,76
211261069,Worked at home,36
211261071,Train,810
211261071,Bus,34
211261071,Ferry,0
211261071,Tram,285
211261071,Taxi,19
211261071,"Car, as driver",1229
211261071,"Car, as passenger",79
211261071,Truck,0
211261071,Motorbike/scooter,17
211261071,Bicycle,91
211261071,Walked only,133
211261071,Worked at home,100
211261072,Train,150
211261072,Bus,11
211261072,Ferry,0
211261072,Tram,65
211261072,Taxi,0
211261072,"Car, as driver",133
211261072,"Car, as passenger",6
211261072,Truck,0
211261072,Motorbike/scooter,0
211261072,Bicycle,42
211261072,Walked only,27
211261072,Worked at home,9
211261073,Train,495
211261073,Bus,12
211261073,Ferry,0
211261073,Tram,84
211261073,Taxi,5
211261073,"Car, as driver",469
211261073,"Car, as passenger",63
211261073,Truck,0
211261073,Motorbike/scooter,25
211261073,Bicycle,67
211261073,Walked only,70
211261073,Worked at home,39
211261088,Train,55
211261088,Bus,0
211261088,Ferry,0
211261088,Tram,10
211261088,Taxi,0
211261088,"Car, as driver",112
211261088,"Car, as passenger",8
211261088,Truck,0
211261088,Motorbike/scooter,3
211261088,Bicycle,23
211261088,Walked only,11
211261088,Worked at home,0
211271104,Train,57
211271104,Bus,5
211271104,Ferry,0
211271104,Tram,3
211271104,Taxi,3
211271104,"Car, as driver",1347
211271104,"Car, as passenger",22
211271104,Truck,7
211271104,Motorbike/scooter,12
211271104,Bicycle,20
211271104,Walked only,9
211271104,Worked at home,9
211271105,Train,109
211271105,Bus,17
211271105,Ferry,0
211271105,Tram,0
211271105,Taxi,0
211271105,"Car, as driver",1347
211271105,"Car, as passenger",48
211271105,Truck,12
211271105,Motorbike/scooter,8
211271105,Bicycle,21
211271105,Walked only,17
211271105,Worked at home,7
211271106,Train,115
211271106,Bus,0
211271106,Ferry,0
211271106,Tram,7
211271106,Taxi,0
211271106,"Car, as driver",372
211271106,"Car, as passenger",10
211271106,Truck,6
211271106,Motorbike/scooter,3
211271106,Bicycle,3
211271106,Walked only,4
211271106,Worked at home,0
211281168,Train,933
211281168,Bus,63
211281168,Ferry,3
211281168,Tram,396
211281168,Taxi,16
211281168,"Car, as driver",1738
211281168,"Car, as passenger",129
211281168,Truck,0
211281168,Motorbike/scooter,23
211281168,Bicycle,107
211281168,Walked only,193
211281168,Worked at home,90
211281169,Train,1408
211281169,Bus,83
211281169,Ferry,5
211281169,Tram,710
211281169,Taxi,23
211281169,"Car, as driver",2648
211281169,"Car, as passenger",178
211281169,Truck,0
211281169,Motorbike/scooter,46
211281169,Bicycle,175
211281169,Walked only,328
211281169,Worked at home,203
211281170,Train,466
211281170,Bus,41
211281170,Ferry,0
211281170,Tram,202
211281170,Taxi,8
211281170,"Car, as driver",1165
211281170,"Car, as passenger",53
211281170,Truck,0
211281170,Motorbike/scooter,5
211281170,Bicycle,37
211281170,Walked only,118
211281170,Worked at home,75
211281180,Train,11
211281180,Bus,3
211281180,Ferry,0
211281180,Tram,28
211281180,Taxi,0
211281180,"Car, as driver",271
211281180,"Car, as passenger",18
211281180,Truck,0
211281180,Motorbike/scooter,4
211281180,Bicycle,17
211281180,Walked only,26
211281180,Worked at home,138
211281181,Train,27
211281181,Bus,5
211281181,Ferry,0
211281181,Tram,37
211281181,Taxi,0
211281181,"Car, as driver",294
211281181,"Car, as passenger",19
211281181,Truck,6
211281181,Motorbike/scooter,8
211281181,Bicycle,16
211281181,Walked only,36
211281181,Worked at home,73
211281182,Train,124
211281182,Bus,3
211281182,Ferry,0
211281182,Tram,108
211281182,Taxi,3
211281182,"Car, as driver",799
211281182,"Car, as passenger",28
211281182,Truck,0
211281182,Motorbike/scooter,8
211281182,Bicycle,48
211281182,Walked only,102
211281182,Worked at home,86
211281183,Train,13
211281183,Bus,0
211281183,Ferry,0
211281183,Tram,13
211281183,Taxi,0
211281183,"Car, as driver",155
211281183,"Car, as passenger",3
211281183,Truck,0
211281183,Motorbike/scooter,0
211281183,Bicycle,3
211281183,Walked only,21
211281183,Worked at home,68
211281184,Train,123
211281184,Bus,10
211281184,Ferry,0
211281184,Tram,76
211281184,Taxi,0
211281184,"Car, as driver",637
211281184,"Car, as passenger",18
211281184,Truck,0
211281184,Motorbike/scooter,10
211281184,Bicycle,37
211281184,Walked only,40
211281184,Worked at home,15
211291142,Train,12
211291142,Bus,3
211291142,Ferry,0
211291142,Tram,3
211291142,Taxi,0
211291142,"Car, as driver",157
211291142,"Car, as passenger",8
211291142,Truck,0
211291142,Motorbike/scooter,0
211291142,Bicycle,6
211291142,Walked only,13
211291142,Worked at home,104
211291143,Train,24
211291143,Bus,14
211291143,Ferry,0
211291143,Tram,3
211291143,Taxi,4
211291143,"Car, as driver",299
211291143,"Car, as passenger",9
211291143,Truck,0
211291143,Motorbike/scooter,4
211291143,Bicycle,12
211291143,Walked only,34
211291143,Worked at home,93
211291144,Train,14
211291144,Bus,15
211291144,Ferry,0
211291144,Tram,12
211291144,Taxi,0
211291144,"Car, as driver",203
211291144,"Car, as passenger",5
211291144,Truck,0
211291144,Motorbike/scooter,0
211291144,Bicycle,16
211291144,Walked only,48
211291144,Worked at home,58
211291145,Train,36
211291145,Bus,13
211291145,Ferry,0
211291145,Tram,15
211291145,Taxi,0
211291145,"Car, as driver",488
211291145,"Car, as passenger",26
211291145,Truck,3
211291145,Motorbike/scooter,5
211291145,Bicycle,17
211291145,Walked only,61
211291145,Worked at home,195
211301171,Train,0
211301171,Bus,3
211301171,Ferry,0
211301171,Tram,0
211301171,Taxi,0
211301171,"Car, as driver",72
211301171,"Car, as passenger",0
211301171,Truck,0
211301171,Motorbike/scooter,0
211301171,Bicycle,7
211301171,Walked only,0
211301171,Worked at home,12
211301175,Train,35
211301175,Bus,9
211301175,Ferry,0
211301175,Tram,21
211301175,Taxi,9
211301175,"Car, as driver",602
211301175,"Car, as passenger",18
211301175,Truck,5
211301175,Motorbike/scooter,3
211301175,Bicycle,18
211301175,Walked only,34
211301175,Worked at home,131
211301177,Train,27
211301177,Bus,0
211301177,Ferry,0
211301177,Tram,23
211301177,Taxi,6
211301177,"Car, as driver",154
211301177,"Car, as passenger",13
211301177,Truck,0
211301177,Motorbike/scooter,6
211301177,Bicycle,0
