DZN,Mode,Persons
110158116,Worked at home,52
110168103,Train,91
110168103,Bus,26
110168103,Ferry,0
110168103,Tram/light rail,4
110168103,Taxi/ride-share service,0
110168103,"Car, as driver",323
110168103,"Car, as passenger",86
110168103,Truck,0
110168103,Motorbike/scooter,0
110168103,Bicycle,0
110168103,Walked only,178
110168103,Worked at home,70
110168104,Train,0
110168104,Bus,0
110168104,Ferry,0
110168104,Tram/light rail,0
110168104,Taxi/ride-share service,0
110168104,"Car, as driver",42
110168104,"Car, as passenger",4
110168104,Truck,0
110168104,Motorbike/scooter,3
110168104,Bicycle,0
110168104,Walked only,9
110168104,Worked at home,42
110168105,Train,14
110168105,Bus,5
110168105,Ferry,0
110168105,Tram/light rail,0
110168105,Taxi/ride-share service,0
110168105,"Car, as driver",1168
110168105,"Car, as passenger",84
110168105,Truck,6
110168105,Motorbike/scooter,0
110168105,Bicycle,9
110168105,Walked only,180
110168105,Worked at home,151
110168106,Train,0
110168106,Bus,0
110168106,Ferry,0
110168106,Tram/light rail,0
110168106,Taxi/ride-share service,0
110168106,"Car, as driver",118
110168106,"Car, as passenger",13
110168106,Truck,0
110168106,Motorbike/scooter,0
110168106,Bicycle,0
110168106,Walked only,24
110168106,Worked at home,116
110168107,Train,0
110168107,Bus,0
110168107,Ferry,0
110168107,Tram/light rail,0
110168107,Taxi/ride-share service,0
110168107,"Car, as driver",125
110168107,"Car, as passenger",4
110168107,Truck,4
110168107,Motorbike/scooter,0
110168107,Bicycle,0
110168107,Walked only,20
110168107,Worked at home,46
110168108,Train,0
110168108,Bus,0
110168108,Ferry,0
110168108,Tram/light rail,0
110168108,Taxi/ride-share service,0
110168108,"Car, as driver",224
110168108,"Car, as passenger",11
110168108,Truck,6
110168108,Motorbike/scooter,4
110168108,Bicycle,0
110168108,Walked only,32
110168108,Worked at home,149
110168109,Train,20
110168109,Bus,11
110168109,Ferry,0
110168109,Tram/light rail,0
110168109,Taxi/ride-share service,0
110168109,"Car, as driver",546
110168109,"Car, as passenger",128
110168109,Truck,0
110168109,Motorbike/scooter,0
110168109,Bicycle,3
110168109,Walked only,280
110168109,Worked at home,67
110178126,Train,5
110178126,Bus,29
110178126,Ferry,0
110178126,Tram/light rail,0
110178126,Taxi/ride-share service,8
110178126,"Car, as driver",3387
110178126,"Car, as passenger",280
110178126,Truck,54
110178126,Motorbike/scooter,20
110178126,Bicycle,22
110178126,Walked only,97
110178126,Worked at home,277
110188129,Train,0
110188129,Bus,12
110188129,Ferry,0
110188129,Tram/light rail,0
110188129,Taxi/ride-share service,0
110188129,"Car, as driver",833
110188129,"Car, as passenger",64
110188129,Truck,23
110188129,Motorbike/scooter,3
110188129,Bicycle,9
110188129,Walked only,48
110188129,Worked at home,228
110198157,Train,0
110198157,Bus,21
110198157,Ferry,6
110198157,Tram/light rail,0
110198157,Taxi/ride-share service,9
110198157,"Car, as driver",3456
110198157,"Car, as passenger",196
110198157,Truck,35
110198157,Motorbike/scooter,17
110198157,Bicycle,25
110198157,Walked only,170
110198157,Worked at home,345
110198158,Train,0
110198158,Bus,4
110198158,Ferry,0
110198158,Tram/light rail,0
110198158,Taxi/ride-share service,0
110198158,"Car, as driver",213
110198158,"Car, as passenger",10
110198158,Truck,4
110198158,Motorbike/scooter,4
110198158,Bicycle,5
110198158,Walked only,35
110198158,Worked at home,48
110198159,Train,0
110198159,Bus,4
110198159,Ferry,0
110198159,Tram/light rail,0
110198159,Taxi/ride-share service,0
110198159,"Car, as driver",133
110198159,"Car, as passenger",9
110198159,Truck,3
110198159,Motorbike/scooter,0
110198159,Bicycle,4
110198159,Walked only,19
110198159,Worked at home,80
110200001,Train,0
110200001,Bus,0
110200001,Ferry,0
110200001,Tram/light rail,0
110200001,Taxi/ride-share service,0
110200001,"Car, as driver",97
110200001,"Car, as passenger",6
110200001,Truck,6
110200001,Motorbike/scooter,0
110200001,Bicycle,0
110200001,Walked only,4
110200001,Worked at home,67
110208162,Train,0
110208162,Bus,0
110208162,Ferry,0
110208162,Tram/light rail,0
110208162,Taxi/ride-share service,0
110208162,"Car, as driver",43
110208162,"Car, as passenger",0
110208162,Truck,0
110208162,Motorbike/scooter,0
110208162,Bicycle,0
110208162,Walked only,10
110208162,Worked at home,27
110208163,Train,0
110208163,Bus,5
110208163,Ferry,0
110208163,Tram/light rail,0
110208163,Taxi/ride-share service,0
110208163,"Car, as driver",41
110208163,"Car, as passenger",0
110208163,Truck,5
110208163,Motorbike/scooter,0
110208163,Bicycle,0
110208163,Walked only,9
110208163,Worked at home,64
110208164,Train,0
110208164,Bus,0
110208164,Ferry,0
110208164,Tram/light rail,0
110208164,Taxi/ride-share service,0
110208164,"Car, as driver",154
110208164,"Car, as passenger",12
110208164,Truck,12
110208164,Motorbike/scooter,10
110208164,Bicycle,0
110208164,Walked only,35
110208164,Worked at home,101
110208165,Train,0
110208165,Bus,0
110208165,Ferry,0
110208165,Tram/light rail,0
110208165,Taxi/ride-share service,0
110208165,"Car, as driver",329
110208165,"Car, as passenger",16
110208165,Truck,19
110208165,Motorbike/scooter,13
110208165,Bicycle,0
110208165,Walked only,69
110208165,Worked at home,239
110208166,Train,0
110208166,Bus,0
110208166,Ferry,0
110208166,Tram/light rail,0
110208166,Taxi/ride-share service,0
110208166,"Car, as driver",59
110208166,"Car, as passenger",3
110208166,Truck,0
110208166,Motorbike/scooter,0
110208166,Bicycle,0
110208166,Walked only,9
110208166,Worked at home,34
110218132,Train,0
110218132,Bus,3
110218132,Ferry,0
110218132,Tram/light rail,0
110218132,Taxi/ride-share service,0
110218132,"Car, as driver",620
110218132,"Car, as passenger",25
110218132,Truck,5
110218132,Motorbike/scooter,0
110218132,Bicycle,25
110218132,Walked only,43
110218132,Worked at home,117
110228147,Train,0
110228147,Bus,0
110228147,Ferry,0
110228147,Tram/light rail,0
110228147,Taxi/ride-share service,0
110228147,"Car, as driver",0
110228147,"Car, as passenger",0
110228147,Truck,0
110228147,Motorbike/scooter,0
110228147,Bicycle,0
110228147,Walked only,0
110228147,Worked at home,0
110238175,Train,0
110238175,Bus,0
110238175,Ferry,0
110238175,Tram/light rail,0
110238175,Taxi/ride-share service,0
110238175,"Car, as driver",986
110238175,"Car, as passenger",60
110238175,Truck,26
110238175,Motorbike/scooter,0
110238175,Bicycle,0
110238175,Walked only,64
110238175,Worked at home,85
110248141,Train,0
110248141,Bus,0
110248141,Ferry,0
110248141,Tram/light rail,0
110248141,Taxi/ride-share service,0
110248141,"Car, as driver",24
110248141,"Car, as passenger",3
110248141,Truck,0
110248141,Motorbike/scooter,0
110248141,Bicycle,0
110248141,Walked only,3
110248141,Worked at home,18
110248142,Train,0
110248142,Bus,0
110248142,Ferry,0
110248142,Tram/light rail,0
110248142,Taxi/ride-share service,0
110248142,"Car, as driver",165
110248142,"Car, as passenger",7
110248142,Truck,0
110248142,Motorbike/scooter,0
110248142,Bicycle,0
110248142,Walked only,7
110248142,Worked at home,27
110248143,Train,0
110248143,Bus,0
110248143,Ferry,0
110248143,Tram/light rail,0
110248143,Taxi/ride-share service,0
110248143,"Car, as driver",112
110248143,"Car, as passenger",7
110248143,Truck,7
110248143,Motorbike/scooter,0
110248143,Bicycle,3
110248143,Walked only,26
110248143,Worked at home,55
110248144,Train,0
110248144,Bus,0
110248144,Ferry,0
110248144,Tram/light rail,0
110248144,Taxi/ride-share service,0
110248144,"Car, as driver",164
110248144,"Car, as passenger",5
110248144,Truck,9
110248144,Motorbike/scooter,0
110248144,Bicycle,3
110248144,Walked only,21
110248144,Worked at home,59
110258171,Train,0
110258171,Bus,4
110258171,Ferry,0
110258171,Tram/light rail,0
110258171,Taxi/ride-share service,0
110258171,"Car, as driver",824
110258171,"Car, as passenger",46
110258171,Truck,17
110258171,Motorbike/scooter,4
110258171,Bicycle,3
110258171,Walked only,46
110258171,Worked at home,120
110258172,Train,0
110258172,Bus,10
110258172,Ferry,0
110258172,Tram/light rail,0
110258172,Taxi/ride-share service,4
110258172,"Car, as driver",1877
110258172,"Car, as passenger",164
110258172,Truck,18
110258172,Motorbike/scooter,6
110258172,Bicycle,10
110258172,Walked only,146
110258172,Worked at home,293
110268135,Train,0
110268135,Bus,24
110268135,Ferry,0
110268135,Tram/light rail,0
110268135,Taxi/ride-share service,0
110268135,"Car, as driver",379
110268135,"Car, as passenger",26
110268135,Truck,16
110268135,Motorbike/scooter,0
110268135,Bicycle,0
110268135,Walked only,5
110268135,Worked at home,31
110268136,Train,0
110268136,Bus,9
110268136,Ferry,0
110268136,Tram/light rail,0
110268136,Taxi/ride-share service,0
110268136,"Car, as driver",1994
110268136,"Car, as passenger",119
110268136,Truck,33
110268136,Motorbike/scooter,7
110268136,Bicycle,28
110268136,Walked only,65
110268136,Worked at home,260
110268137,Train,0
110268137,Bus,0
110268137,Ferry,0
110268137,Tram/light rail,0
110268137,Taxi/ride-share service,0
110268137,"Car, as driver",88
110268137,"Car, as passenger",0
110268137,Truck,10
110268137,Motorbike/scooter,0
110268137,Bicycle,0
110268137,Walked only,14
110268137,Worked at home,84
110268138,Train,0
110268138,Bus,0
110268138,Ferry,0
110268138,Tram/light rail,0
110268138,Taxi/ride-share service,0
110268138,"Car, as driver",118
110268138,"Car, as passenger",13
110268138,Truck,0
110268138,Motorbike/scooter,0
110268138,Bicycle,0
110268138,Walked only,7
110268138,Worked at home,51
110278150,Train,0
110278150,Bus,0
110278150,Ferry,0
110278150,Tram/light rail,0
110278150,Taxi/ride-share service,0
110278150,"Car, as driver",247
110278150,"Car, as passenger",7
110278150,Truck,7
110278150,Motorbike/scooter,0
110278150,Bicycle,0
110278150,Walked only,21
110278150,Worked at home,54
110278151,Train,0
110278151,Bus,0
110278151,Ferry,0
110278151,Tram/light rail,0
110278151,Taxi/ride-share service,0
110278151,"Car, as driver",821
110278151,"Car, as passenger",61
110278151,Truck,4
110278151,Motorbike/scooter,4
110278151,Bicycle,9
110278151,Walked only,57
110278151,Worked at home,80
110278152,Train,0
110278152,Bus,3
110278152,Ferry,0
110278152,Tram/light rail,0
110278152,Taxi/ride-share service,0
110278152,"Car, as driver",315
110278152,"Car, as passenger",25
110278152,Truck,6
110278152,Motorbike/scooter,0
110278152,Bicycle,0
110278152,Walked only,32
110278152,Worked at home,145
110278153,Train,0
110278153,Bus,0
110278153,Ferry,0
110278153,Tram/light rail,0
110278153,Taxi/ride-share service,0
110278153,"Car, as driver",46
110278153,"Car, as passenger",0
110278153,Truck,0
110278153,Motorbike/scooter,0
110278153,Bicycle,0
110278153,Walked only,6
110278153,Worked at home,43
110278154,Train,0
110278154,Bus,0
110278154,Ferry,0
110278154,Tram/light rail,0
110278154,Taxi/ride-share service,0
110278154,"Car, as driver",373
110278154,"Car, as passenger",26
110278154,Truck,0
110278154,Motorbike/scooter,3
110278154,Bicycle,10
110278154,Walked only,53
110278154,Worked at home,79
110286283,Train,0
110286283,Bus,0
110286283,Ferry,0
110286283,Tram/light rail,0
110286283,Taxi/ride-share service,0
110286283,"Car, as driver",117
110286283,"Car, as passenger",7
110286283,Truck,0
110286283,Motorbike/scooter,0
110286283,Bicycle,0
110286283,Walked only,7
110286283,Worked at home,164
110286284,Train,0
110286284,Bus,4
110286284,Ferry,0
110286284,Tram/light rail,0
110286284,Taxi/ride-share service,0
110286284,"Car, as driver",346
110286284,"Car, as passenger",27
110286284,Truck,4
110286284,Motorbike/scooter,0
110286284,Bicycle,0
110286284,Walked only,25
110286284,Worked at home,336
110296249,Train,0
110296249,Bus,0
110296249,Ferry,0
110296249,Tram/light rail,0
110296249,Taxi/ride-share service,0
110296249,"Car, as driver",208
110296249,"Car, as passenger",11
110296249,Truck,10
110296249,Motorbike/scooter,0
110296249,Bicycle,0
110296249,Walked only,9
110296249,Worked at home,194
110296250,Train,0
110296250,Bus,0
110296250,Ferry,0
110296250,Tram/light rail,0
110296250,Taxi/ride-share service,0
110296250,"Car, as driver",84
110296250,"Car, as passenger",3
110296250,Truck,6
110296250,Motorbike/scooter,0
110296250,Bicycle,0
110296250,Walked only,8
110296250,Worked at home,96
110296251,Train,0
110296251,Bus,0
110296251,Ferry,0
110296251,Tram/light rail,0
110296251,Taxi/ride-share service,0
110296251,"Car, as driver",241
110296251,"Car, as passenger",8
110296251,Truck,6
110296251,Motorbike/scooter,0
110296251,Bicycle,0
110296251,Walked only,5
110296251,Worked at home,219
110296252,Train,0
110296252,Bus,0
110296252,Ferry,0
110296252,Tram/light rail,0
110296252,Taxi/ride-share service,0
110296252,"Car, as driver",45
110296252,"Car, as passenger",0
110296252,Truck,0
110296252,Motorbike/scooter,0
110296252,Bicycle,0
110296252,Walked only,0
110296252,Worked at home,85
110296253,Train,0
110296253,Bus,0
110296253,Ferry,0
110296253,Tram/light rail,0
110296253,Taxi/ride-share service,0
110296253,"Car, as driver",25
110296253,"Car, as passenger",5
110296253,Truck,3
110296253,Motorbike/scooter,0
110296253,Bicycle,0
110296253,Walked only,0
110296253,Worked at home,78
110300001,Train,0
110300001,Bus,0
110300001,Ferry,0
110300001,Tram/light rail,0
110300001,Taxi/ride-share service,0
110300001,"Car, as driver",396
110300001,"Car, as passenger",26
110300001,Truck,15
110300001,Motorbike/scooter,0
110300001,Bicycle,0
110300001,Walked only,46
110300001,Worked at home,163
110306039,Train,0
110306039,Bus,4
110306039,Ferry,0
110306039,Tram/light rail,0
110306039,Taxi/ride-share service,0
110306039,"Car, as driver",717
110306039,"Car, as passenger",29
110306039,Truck,14
110306039,Motorbike/scooter,5
110306039,Bicycle,0
110306039,Walked only,3
110306039,Worked at home,200
110306040,Train,3
110306040,Bus,0
110306040,Ferry,0
110306040,Tram/light rail,0
110306040,Taxi/ride-share service,0
110306040,"Car, as driver",109
110306040,"Car, as passenger",5
110306040,Truck,4
110306040,Motorbike/scooter,0
110306040,Bicycle,0
110306040,Walked only,9
110306040,Worked at home,71
110306041,Train,0
110306041,Bus,0
110306041,Ferry,0
110306041,Tram/light rail,0
110306041,Taxi/ride-share service,0
110306041,"Car, as driver",117
110306041,"Car, as passenger",6
110306041,Truck,6
110306041,Motorbike/scooter,0
110306041,Bicycle,0
110306041,Walked only,14
110306041,Worked at home,43
110306042,Train,3
110306042,Bus,20
110306042,Ferry,0
110306042,Tram/light rail,0
110306042,Taxi/ride-share service,0
110306042,"Car, as driver",2472
110306042,"Car, as passenger",86
110306042,Truck,35
110306042,Motorbike/scooter,19
110306042,Bicycle,0
110306042,Walked only,14
110306042,Worked at home,398
110306044,Train,0
110306044,Bus,0
110306044,Ferry,0
110306044,Tram/light rail,0
110306044,Taxi/ride-share service,0
110306044,"Car, as driver",407
110306044,"Car, as passenger",26
110306044,Truck,13
110306044,Motorbike/scooter,8
110306044,Bicycle,0
110306044,Walked only,41
110306044,Worked at home,170
110316200,Train,0
110316200,Bus,0
110316200,Ferry,0
110316200,Tram/light rail,0
110316200,Taxi/ride-share service,0
110316200,"Car, as driver",174
110316200,"Car, as passenger",0
110316200,Truck,0
110316200,Motorbike/scooter,0
110316200,Bicycle,0
110316200,Walked only,10
110316200,Worked at home,181
110316201,Train,5
110316201,Bus,13
110316201,Ferry,0
110316201,Tram/light rail,0
110316201,Taxi/ride-share service,0
110316201,"Car, as driver",497
110316201,"Car, as passenger",24
110316201,Truck,12
110316201,Motorbike/scooter,3
110316201,Bicycle,0
110316201,Walked only,11
110316201,Worked at home,196
110316202,Train,5
110316202,Bus,9
110316202,Ferry,0
110316202,Tram/light rail,0
110316202,Taxi/ride-share service,0
110316202,"Car, as driver",735
110316202,"Car, as passenger",27
110316202,Truck,0
110316202,Motorbike/scooter,3
110316202,Bicycle,3
110316202,Walked only,8
110316202,Worked at home,366
110316203,Train,13
110316203,Bus,36
110316203,Ferry,0
110316203,Tram/light rail,0
110316203,Taxi/ride-share service,5
110316203,"Car, as driver",900
110316203,"Car, as passenger",57
110316203,Truck,4
110316203,Motorbike/scooter,4
110316203,Bicycle,7
110316203,Walked only,17
110316203,Worked at home,315
110316204,Train,19
110316204,Bus,109
110316204,Ferry,0
110316204,Tram/light rail,0
110316204,Taxi/ride-share service,0
110316204,"Car, as driver",2724
110316204,"Car, as passenger",307
110316204,Truck,12
110316204,Motorbike/scooter,27
110316204,Bicycle,10
110316204,Walked only,26
110316204,Worked at home,541
110316205,Train,0
110316205,Bus,0
110316205,Ferry,0
110316205,Tram/light rail,0
110316205,Taxi/ride-share service,0
110316205,"Car, as driver",97
110316205,"Car, as passenger",0
110316205,Truck,0
110316205,Motorbike/scooter,0
110316205,Bicycle,0
110316205,Walked only,11
110316205,Worked at home,100
110316206,Train,0
110316206,Bus,0
110316206,Ferry,0
110316206,Tram/light rail,0
110316206,Taxi/ride-share service,0
110316206,"Car, as driver",54
110316206,"Car, as passenger",0
110316206,Truck,0
110316206,Motorbike/scooter,0
110316206,Bicycle,0
110316206,Walked only,4
110316206,Worked at home,85
110320001,Train,7
110320001,Bus,12
110320001,Ferry,0
110320001,Tram/light rail,0
110320001,Taxi/ride-share service,0
110320001,"Car, as driver",275
110320001,"Car, as passenger",20
110320001,Truck,5
110320001,Motorbike/scooter,0
110320001,Bicycle,4
110320001,Walked only,9
110320001,Worked at home,165
110320002,Train,0
110320002,Bus,5
110320002,Ferry,0
110320002,Tram/light rail,0
110320002,Taxi/ride-share service,0
110320002,"Car, as driver",348
110320002,"Car, as passenger",17
110320002,Truck,0
110320002,Motorbike/scooter,0
110320002,Bicycle,4
110320002,Walked only,19
110320002,Worked at home,382
110326132,Train,0
110326132,Bus,0
110326132,Ferry,0
110326132,Tram/light rail,0
110326132,Taxi/ride-share service,0
110326132,"Car, as driver",140
110326132,"Car, as passenger",5
110326132,Truck,3
110326132,Motorbike/scooter,0
110326132,Bicycle,0
110326132,Walked only,6
110326132,Worked at home,165
110326133,Train,13
110326133,Bus,39
110326133,Ferry,0
110326133,Tram/light rail,0
110326133,Taxi/ride-share service,0
110326133,"Car, as driver",778
110326133,"Car, as passenger",110
110326133,Truck,4
110326133,Motorbike/scooter,0
110326133,Bicycle,0
110326133,Walked only,20
110326133,Worked at home,97
110326134,Train,3
110326134,Bus,15
110326134,Ferry,0
110326134,Tram/light rail,0
110326134,Taxi/ride-share service,6
110326134,"Car, as driver",407
110326134,"Car, as passenger",48
110326134,Truck,3
110326134,Motorbike/scooter,3
110326134,Bicycle,3
110326134,Walked only,14
110326134,Worked at home,131
110326135,Train,68
110326135,Bus,67
110326135,Ferry,0
110326135,Tram/light rail,0
110326135,Taxi/ride-share service,6
110326135,"Car, as driver",2511
110326135,"Car, as passenger",117
110326135,Truck,14
110326135,Motorbike/scooter,22
110326135,Bicycle,8
110326135,Walked only,93
110326135,Worked at home,2838
110326136,Train,29
110326136,Bus,24
110326136,Ferry,0
110326136,Tram/light rail,0
110326136,Taxi/ride-share service,5
110326136,"Car, as driver",2429
110326136,"Car, as passenger",147
110326136,Truck,22
110326136,Motorbike/scooter,7
110326136,Bicycle,4
110326136,Walked only,10
110326136,Worked at home,359
110326137,Train,76
110326137,Bus,21
110326137,Ferry,0
110326137,Tram/light rail,0
110326137,Taxi/ride-share service,0
110326137,"Car, as driver",3189
110326137,"Car, as passenger",121
110326137,Truck,12
110326137,Motorbike/scooter,16
110326137,Bicycle,13
110326137,Walked only,105
110326137,Worked at home,345
110326138,Train,15
110326138,Bus,9
110326138,Ferry,0
110326138,Tram/light rail,0
110326138,Taxi/ride-share service,0
110326138,"Car, as driver",919
110326138,"Car, as passenger",40
110326138,Truck,7
110326138,Motorbike/scooter,10
110326138,Bicycle,0
110326138,Walked only,25
110326138,Worked at home,190
110336058,Train,3
110336058,Bus,0
110336058,Ferry,0
110336058,Tram/light rail,0
110336058,Taxi/ride-share service,0
110336058,"Car, as driver",385
110336058,"Car, as passenger",15
110336058,Truck,4
110336058,Motorbike/scooter,3
110336058,Bicycle,0
110336058,Walked only,16
110336058,Worked at home,238
110336059,Train,0
110336059,Bus,0
110336059,Ferry,0
110336059,Tram/light rail,0
110336059,Taxi/ride-share service,0
110336059,"Car, as driver",374
110336059,"Car, as passenger",4
110336059,Truck,0
110336059,Motorbike/scooter,0
110336059,Bicycle,0
110336059,Walked only,7
110336059,Worked at home,119
110346234,Train,0
110346234,Bus,9
110346234,Ferry,0
110346234,Tram/light rail,0
110346234,Taxi/ride-share service,0
110346234,"Car, as driver",618
110346234,"Car, as passenger",34
110346234,Truck,5
110346234,Motorbike/scooter,6
110346234,Bicycle,8
110346234,Walked only,7
110346234,Worked at home,129
110346235,Train,0
110346235,Bus,12
110346235,Ferry,0
110346235,Tram/light rail,0
110346235,Taxi/ride-share service,5
110346235,"Car, as driver",687
110346235,"Car, as passenger",95
110346235,Truck,4
110346235,Motorbike/scooter,3
110346235,Bicycle,4
110346235,Walked only,29
110346235,Worked at home,213
110346236,Train,0
110346236,Bus,0
110346236,Ferry,0
110346236,Tram/light rail,0
110346236,Taxi/ride-share service,0
110346236,"Car, as driver",74
110346236,"Car, as passenger",3
110346236,Truck,0
110346236,Motorbike/scooter,0
110346236,Bicycle,0
110346236,Walked only,0
110346236,Worked at home,57
110350001,Train,4
110350001,Bus,3
110350001,Ferry,0
110350001,Tram/light rail,0
110350001,Taxi/ride-share service,0
110350001,"Car, as driver",241
110350001,"Car, as passenger",14
110350001,Truck,0
110350001,Motorbike/scooter,0
110350001,Bicycle,0
110350001,Walked only,8
110350001,Worked at home,246
110350002,Train,0
110350002,Bus,0
110350002,Ferry,0
110350002,Tram/light rail,0
110350002,Taxi/ride-share service,0
110350002,"Car, as driver",88
110350002,"Car, as passenger",0
110350002,Truck,0
110350002,Motorbike/scooter,0
110350002,Bicycle,0
110350002,Walked only,0
110350002,Worked at home,58
110350003,Train,3
110350003,Bus,0
110350003,Ferry,0
110350003,Tram/light rail,0
110350003,Taxi/ride-share service,0
110350003,"Car, as driver",46
110350003,"Car, as passenger",6
110350003,Truck,3
110350003,Motorbike/scooter,0
110350003,Bicycle,0
110350003,Walked only,0
110350003,Worked at home,43
110366085,Train,4
110366085,Bus,0
110366085,Ferry,0
110366085,Tram/light rail,0
110366085,Taxi/ride-share service,0
110366085,"Car, as driver",242
110366085,"Car, as passenger",15
110366085,Truck,8
110366085,Motorbike/scooter,0
110366085,Bicycle,0
110366085,Walked only,3
110366085,Worked at home,90
110366086,Train,16
110366086,Bus,7
110366086,Ferry,0
110366086,Tram/light rail,0
110366086,Taxi/ride-share service,0
