DZN,Mode,Persons
114302885,Tram/light rail,0
114302885,Taxi/ride-share service,0
114302885,"Car, as driver",297
114302885,"Car, as passenger",19
114302885,Truck,3
114302885,Motorbike/scooter,0
114302885,Bicycle,7
114302885,Walked only,27
114302885,Worked at home,278
114302886,Train,0
114302886,Bus,9
114302886,Ferry,0
114302886,Tram/light rail,0
114302886,Taxi/ride-share service,0
114302886,"Car, as driver",154
114302886,"Car, as passenger",11
114302886,Truck,4
114302886,Motorbike/scooter,0
114302886,Bicycle,0
114302886,Walked only,7
114302886,Worked at home,201
114302887,Train,22
114302887,Bus,12
114302887,Ferry,0
114302887,Tram/light rail,0
114302887,Taxi/ride-share service,3
114302887,"Car, as driver",409
114302887,"Car, as passenger",22
114302887,Truck,3
114302887,Motorbike/scooter,5
114302887,Bicycle,0
114302887,Walked only,5
114302887,Worked at home,452
114322795,Train,48
114322795,Bus,28
114322795,Ferry,0
114322795,Tram/light rail,0
114322795,Taxi/ride-share service,0
114322795,"Car, as driver",1207
114322795,"Car, as passenger",56
114322795,Truck,18
114322795,Motorbike/scooter,19
114322795,Bicycle,4
114322795,Walked only,26
114322795,Worked at home,366
114322796,Train,0
114322796,Bus,5
114322796,Ferry,0
114322796,Tram/light rail,0
114322796,Taxi/ride-share service,0
114322796,"Car, as driver",306
114322796,"Car, as passenger",11
114322796,Truck,5
114322796,Motorbike/scooter,5
114322796,Bicycle,0
114322796,Walked only,13
114322796,Worked at home,211
114334764,Train,0
114334764,Bus,0
114334764,Ferry,0
114334764,Tram/light rail,0
114334764,Taxi/ride-share service,0
114334764,"Car, as driver",196
114334764,"Car, as passenger",7
114334764,Truck,15
114334764,Motorbike/scooter,0
114334764,Bicycle,0
114334764,Walked only,4
114334764,Worked at home,246
114334767,Train,3
114334767,Bus,0
114334767,Ferry,0
114334767,Tram/light rail,0
114334767,Taxi/ride-share service,0
114334767,"Car, as driver",318
114334767,"Car, as passenger",4
114334767,Truck,14
114334767,Motorbike/scooter,0
114334767,Bicycle,0
114334767,Walked only,10
114334767,Worked at home,57
114334768,Train,10
114334768,Bus,19
114334768,Ferry,0
114334768,Tram/light rail,0
114334768,Taxi/ride-share service,0
114334768,"Car, as driver",1287
114334768,"Car, as passenger",126
114334768,Truck,7
114334768,Motorbike/scooter,8
114334768,Bicycle,7
114334768,Walked only,33
114334768,Worked at home,351
114334769,Train,0
114334769,Bus,11
114334769,Ferry,0
114334769,Tram/light rail,0
114334769,Taxi/ride-share service,0
114334769,"Car, as driver",247
114334769,"Car, as passenger",9
114334769,Truck,5
114334769,Motorbike/scooter,0
114334769,Bicycle,0
114334769,Walked only,9
114334769,Worked at home,94
114334770,Train,0
114334770,Bus,0
114334770,Ferry,0
114334770,Tram/light rail,0
114334770,Taxi/ride-share service,0
114334770,"Car, as driver",567
114334770,"Car, as passenger",34
114334770,Truck,22
114334770,Motorbike/scooter,0
114334770,Bicycle,0
114334770,Walked only,6
114334770,Worked at home,225
114365024,Train,0
114365024,Bus,0
114365024,Ferry,0
114365024,Tram/light rail,0
114365024,Taxi/ride-share service,0
114365024,"Car, as driver",37
114365024,"Car, as passenger",0
114365024,Truck,0
114365024,Motorbike/scooter,0
114365024,Bicycle,0
114365024,Walked only,0
114365024,Worked at home,35
114365025,Train,0
114365025,Bus,0
114365025,Ferry,0
114365025,Tram/light rail,0
114365025,Taxi/ride-share service,0
114365025,"Car, as driver",90
114365025,"Car, as passenger",4
114365025,Truck,4
114365025,Motorbike/scooter,0
114365025,Bicycle,0
114365025,Walked only,3
114365025,Worked at home,100
114365026,Train,0
114365026,Bus,0
114365026,Ferry,0
114365026,Tram/light rail,0
114365026,Taxi/ride-share service,0
114365026,"Car, as driver",62
114365026,"Car, as passenger",8
114365026,Truck,3
114365026,Motorbike/scooter,0
114365026,Bicycle,0
114365026,Walked only,0
114365026,Worked at home,55
114365027,Train,0
114365027,Bus,0
114365027,Ferry,0
114365027,Tram/light rail,0
114365027,Taxi/ride-share service,0
114365027,"Car, as driver",26
114365027,"Car, as passenger",3
114365027,Truck,7
114365027,Motorbike/scooter,0
114365027,Bicycle,0
114365027,Walked only,0
114365027,Worked at home,56
114365028,Train,16
114365028,Bus,4
114365028,Ferry,0
114365028,Tram/light rail,0
114365028,Taxi/ride-share service,0
114365028,"Car, as driver",293
114365028,"Car, as passenger",8
114365028,Truck,0
114365028,Motorbike/scooter,0
114365028,Bicycle,0
114365028,Walked only,3
114365028,Worked at home,147
114365029,Train,5
114365029,Bus,0
114365029,Ferry,0
114365029,Tram/light rail,0
114365029,Taxi/ride-share service,0
114365029,"Car, as driver",265
114365029,"Car, as passenger",26
114365029,Truck,4
114365029,Motorbike/scooter,0
114365029,Bicycle,0
114365029,Walked only,7
114365029,Worked at home,117
114365030,Train,0
114365030,Bus,0
114365030,Ferry,0
114365030,Tram/light rail,0
114365030,Taxi/ride-share service,0
114365030,"Car, as driver",73
114365030,"Car, as passenger",6
114365030,Truck,4
114365030,Motorbike/scooter,0
114365030,Bicycle,0
114365030,Walked only,0
114365030,Worked at home,134
114374925,Train,12
114374925,Bus,0
114374925,Ferry,0
114374925,Tram/light rail,0
114374925,Taxi/ride-share service,0
114374925,"Car, as driver",147
114374925,"Car, as passenger",3
114374925,Truck,0
114374925,Motorbike/scooter,6
114374925,Bicycle,0
114374925,Walked only,3
114374925,Worked at home,486
114374926,Train,74
114374926,Bus,42
114374926,Ferry,0
114374926,Tram/light rail,0
114374926,Taxi/ride-share service,15
114374926,"Car, as driver",2749
114374926,"Car, as passenger",184
114374926,Truck,7
114374926,Motorbike/scooter,3
114374926,Bicycle,3
114374926,Walked only,74
114374926,Worked at home,358
114374927,Train,82
114374927,Bus,36
114374927,Ferry,0
114374927,Tram/light rail,0
114374927,Taxi/ride-share service,10
114374927,"Car, as driver",922
114374927,"Car, as passenger",163
114374927,Truck,0
114374927,Motorbike/scooter,10
114374927,Bicycle,0
114374927,Walked only,36
114374927,Worked at home,262
114374928,Train,3
114374928,Bus,6
114374928,Ferry,0
114374928,Tram/light rail,0
114374928,Taxi/ride-share service,0
114374928,"Car, as driver",261
114374928,"Car, as passenger",20
114374928,Truck,0
114374928,Motorbike/scooter,0
114374928,Bicycle,0
114374928,Walked only,9
114374928,Worked at home,165
114374929,Train,0
114374929,Bus,0
114374929,Ferry,0
114374929,Tram/light rail,0
114374929,Taxi/ride-share service,0
114374929,"Car, as driver",42
114374929,"Car, as passenger",4
114374929,Truck,0
114374929,Motorbike/scooter,0
114374929,Bicycle,0
114374929,Walked only,6
114374929,Worked at home,73
114374930,Train,119
114374930,Bus,83
114374930,Ferry,0
114374930,Tram/light rail,0
114374930,Taxi/ride-share service,12
114374930,"Car, as driver",3120
114374930,"Car, as passenger",282
114374930,Truck,3
114374930,Motorbike/scooter,13
114374930,Bicycle,5
114374930,Walked only,69
114374930,Worked at home,1586
114374931,Train,45
114374931,Bus,28
114374931,Ferry,0
114374931,Tram/light rail,0
114374931,Taxi/ride-share service,10
114374931,"Car, as driver",1524
114374931,"Car, as passenger",111
114374931,Truck,45
114374931,Motorbike/scooter,5
114374931,Bicycle,0
114374931,Walked only,20
114374931,Worked at home,319
114374932,Train,4
114374932,Bus,0
114374932,Ferry,0
114374932,Tram/light rail,0
114374932,Taxi/ride-share service,0
114374932,"Car, as driver",120
114374932,"Car, as passenger",3
114374932,Truck,0
114374932,Motorbike/scooter,3
114374932,Bicycle,0
114374932,Walked only,5
114374932,Worked at home,69
114374933,Train,0
114374933,Bus,0
114374933,Ferry,0
114374933,Tram/light rail,0
114374933,Taxi/ride-share service,0
114374933,"Car, as driver",96
114374933,"Car, as passenger",3
114374933,Truck,4
114374933,Motorbike/scooter,0
114374933,Bicycle,0
114374933,Walked only,0
114374933,Worked at home,48
114374934,Train,4
114374934,Bus,3
114374934,Ferry,0
114374934,Tram/light rail,0
114374934,Taxi/ride-share service,0
114374934,"Car, as driver",113
114374934,"Car, as passenger",15
114374934,Truck,0
114374934,Motorbike/scooter,0
114374934,Bicycle,0
114374934,Walked only,3
114374934,Worked at home,49
114374935,Train,28
114374935,Bus,5
114374935,Ferry,0
114374935,Tram/light rail,0
114374935,Taxi/ride-share service,3
114374935,"Car, as driver",761
114374935,"Car, as passenger",105
114374935,Truck,8
114374935,Motorbike/scooter,11
114374935,Bicycle,4
114374935,Walked only,10
114374935,Worked at home,109
114380001,Train,0
114380001,Bus,0
114380001,Ferry,0
114380001,Tram/light rail,0
114380001,Taxi/ride-share service,0
114380001,"Car, as driver",79
114380001,"Car, as passenger",4
114380001,Truck,0
114380001,Motorbike/scooter,0
114380001,Bicycle,0
114380001,Walked only,7
114380001,Worked at home,116
114384883,Train,0
114384883,Bus,0
114384883,Ferry,0
114384883,Tram/light rail,0
114384883,Taxi/ride-share service,0
114384883,"Car, as driver",90
114384883,"Car, as passenger",12
114384883,Truck,0
114384883,Motorbike/scooter,0
114384883,Bicycle,0
114384883,Walked only,0
114384883,Worked at home,68
114384884,Train,3
114384884,Bus,0
114384884,Ferry,0
114384884,Tram/light rail,0
114384884,Taxi/ride-share service,0
114384884,"Car, as driver",52
114384884,"Car, as passenger",0
114384884,Truck,0
114384884,Motorbike/scooter,0
114384884,Bicycle,0
114384884,Walked only,0
114384884,Worked at home,51
114384885,Train,4
114384885,Bus,0
114384885,Ferry,0
114384885,Tram/light rail,0
114384885,Taxi/ride-share service,4
114384885,"Car, as driver",182
114384885,"Car, as passenger",30
114384885,Truck,6
114384885,Motorbike/scooter,0
114384885,Bicycle,0
114384885,Walked only,9
114384885,Worked at home,133
114384886,Train,3
114384886,Bus,3
114384886,Ferry,0
114384886,Tram/light rail,0
114384886,Taxi/ride-share service,0
114384886,"Car, as driver",121
114384886,"Car, as passenger",24
114384886,Truck,6
114384886,Motorbike/scooter,0
114384886,Bicycle,0
114384886,Walked only,5
114384886,Worked at home,61
114384887,Train,3
114384887,Bus,0
114384887,Ferry,0
114384887,Tram/light rail,0
114384887,Taxi/ride-share service,0
114384887,"Car, as driver",58
114384887,"Car, as passenger",7
114384887,Truck,0
114384887,Motorbike/scooter,0
114384887,Bicycle,0
114384887,Walked only,0
114384887,Worked at home,73
114384888,Train,0
114384888,Bus,5
114384888,Ferry,0
114384888,Tram/light rail,0
114384888,Taxi/ride-share service,0
114384888,"Car, as driver",69
114384888,"Car, as passenger",9
114384888,Truck,5
114384888,Motorbike/scooter,0
114384888,Bicycle,0
114384888,Walked only,0
114384888,Worked at home,72
114384889,Train,0
114384889,Bus,0
114384889,Ferry,0
114384889,Tram/light rail,0
114384889,Taxi/ride-share service,0
114384889,"Car, as driver",146
114384889,"Car, as passenger",8
114384889,Truck,3
114384889,Motorbike/scooter,0
114384889,Bicycle,0
114384889,Walked only,4
114384889,Worked at home,265
114395043,Train,0
114395043,Bus,0
114395043,Ferry,0
114395043,Tram/light rail,0
114395043,Taxi/ride-share service,0
114395043,"Car, as driver",0
114395043,"Car, as passenger",0
114395043,Truck,0
114395043,Motorbike/scooter,0
114395043,Bicycle,0
114395043,Walked only,0
114395043,Worked at home,0
114415008,Train,0
114415008,Bus,0
114415008,Ferry,0
114415008,Tram/light rail,0
114415008,Taxi/ride-share service,0
114415008,"Car, as driver",138
114415008,"Car, as passenger",5
114415008,Truck,7
114415008,Motorbike/scooter,0
114415008,Bicycle,0
114415008,Walked only,10
114415008,Worked at home,96
114415009,Train,3
114415009,Bus,4
114415009,Ferry,0
114415009,Tram/light rail,0
114415009,Taxi/ride-share service,0
114415009,"Car, as driver",186
114415009,"Car, as passenger",19
114415009,Truck,4
114415009,Motorbike/scooter,4
114415009,Bicycle,0
114415009,Walked only,8
114415009,Worked at home,148
114415010,Train,0
114415010,Bus,6
114415010,Ferry,0
114415010,Tram/light rail,0
114415010,Taxi/ride-share service,0
114415010,"Car, as driver",135
114415010,"Car, as passenger",8
114415010,Truck,0
114415010,Motorbike/scooter,0
114415010,Bicycle,0
114415010,Walked only,8
114415010,Worked at home,78
114415011,Train,4
114415011,Bus,0
114415011,Ferry,0
114415011,Tram/light rail,0
114415011,Taxi/ride-share service,3
114415011,"Car, as driver",163
114415011,"Car, as passenger",0
114415011,Truck,0
114415011,Motorbike/scooter,0
114415011,Bicycle,0
114415011,Walked only,3
114415011,Worked at home,215
114434948,Train,51
114434948,Bus,13
114434948,Ferry,0
114434948,Tram/light rail,0
114434948,Taxi/ride-share service,3
114434948,"Car, as driver",1134
114434948,"Car, as passenger",100
114434948,Truck,15
114434948,Motorbike/scooter,10
114434948,Bicycle,3
114434948,Walked only,14
114434948,Worked at home,156
114434949,Train,73
114434949,Bus,14
114434949,Ferry,0
114434949,Tram/light rail,0
114434949,Taxi/ride-share service,0
114434949,"Car, as driver",1559
114434949,"Car, as passenger",113
114434949,Truck,43
114434949,Motorbike/scooter,11
114434949,Bicycle,8
114434949,Walked only,8
114434949,Worked at home,477
114434950,Train,3
114434950,Bus,0
114434950,Ferry,0
114434950,Tram/light rail,0
114434950,Taxi/ride-share service,0
114434950,"Car, as driver",193
114434950,"Car, as passenger",7
114434950,Truck,3
114434950,Motorbike/scooter,0
114434950,Bicycle,0
114434950,Walked only,4
114434950,Worked at home,112
114434951,Train,4
114434951,Bus,0
114434951,Ferry,0
114434951,Tram/light rail,0
114434951,Taxi/ride-share service,0
114434951,"Car, as driver",116
114434951,"Car, as passenger",10
114434951,Truck,4
114434951,Motorbike/scooter,0
114434951,Bicycle,0
114434951,Walked only,0
114434951,Worked at home,116
114434952,Train,30
114434952,Bus,21
114434952,Ferry,0
114434952,Tram/light rail,0
114434952,Taxi/ride-share service,4
114434952,"Car, as driver",417
114434952,"Car, as passenger",65
114434952,Truck,0
114434952,Motorbike/scooter,0
114434952,Bicycle,0
114434952,Walked only,22
114434952,Worked at home,204
114434953,Train,27
114434953,Bus,11
114434953,Ferry,0
114434953,Tram/light rail,0
114434953,Taxi/ride-share service,7
114434953,"Car, as driver",263
114434953,"Car, as passenger",84
114434953,Truck,4
114434953,Motorbike/scooter,0
114434953,Bicycle,0
114434953,Walked only,17
114434953,Worked at home,80
114434954,Train,50
114434954,Bus,8
114434954,Ferry,0
114434954,Tram/light rail,0
114434954,Taxi/ride-share service,0
114434954,"Car, as driver",871
114434954,"Car, as passenger",68
114434954,Truck,3
114434954,Motorbike/scooter,7
114434954,Bicycle,0
114434954,Walked only,10
114434954,Worked at home,138
114434955,Train,3
114434955,Bus,0
114434955,Ferry,0
114434955,Tram/light rail,0
114434955,Taxi/ride-share service,0
114434955,"Car, as driver",47
114434955,"Car, as passenger",9
114434955,Truck,0
114434955,Motorbike/scooter,0
114434955,Bicycle,0
114434955,Walked only,0
114434955,Worked at home,97
114434956,Train,0
114434956,Bus,0
114434956,Ferry,0
114434956,Tram/light rail,0
114434956,Taxi/ride-share service,0
114434956,"Car, as driver",48
114434956,"Car, as passenger",3
114434956,Truck,3
114434956,Motorbike/scooter,0
114434956,Bicycle,0
114434956,Walked only,7
114434956,Worked at home,67
114444988,Train,0
114444988,Bus,0
114444988,Ferry,0
114444988,Tram/light rail,0
114444988,Taxi/ride-share service,0
114444988,"Car, as driver",219
114444988,"Car, as passenger",10
114444988,Truck,8
114444988,Motorbike/scooter,0
114444988,Bicycle,0
114444988,Walked only,0
114444988,Worked at home,121
114444989,Train,3
114444989,Bus,0
114444989,Ferry,0
114444989,Tram/light rail,0
114444989,Taxi/ride-share service,0
114444989,"Car, as driver",162
114444989,"Car, as passenger",16
114444989,Truck,5
114444989,Motorbike/scooter,0
114444989,Bicycle,0
114444989,Walked only,9
114444989,Worked at home,104
114444990,Train,3
114444990,Bus,4
114444990,Ferry,0
114444990,Tram/light rail,0
114444990,Taxi/ride-share service,0
114444990,"Car, as driver",246
114444990,"Car, as passenger",50
114444990,Truck,4
114444990,Motorbike/scooter,0
114444990,Bicycle,0
114444990,Walked only,12
114444990,Worked at home,134
114444991,Train,0
114444991,Bus,0
114444991,Ferry,0
114444991,Tram/light rail,0
114444991,Taxi/ride-share service,0
114444991,"Car, as driver",65
114444991,"Car, as passenger",4
114444991,Truck,0
114444991,Motorbike/scooter,0
114444991,Bicycle,0
114444991,Walked only,0
114444991,Worked at home,122
114444992,Train,0
114444992,Bus,6
114444992,Ferry,0
114444992,Tram/light rail,0
114444992,Taxi/ride-share service,0
114444992,"Car, as driver",61
114444992,"Car, as passenger",7
114444992,Truck,0
114444992,Motorbike/scooter,0
114444992,Bicycle,0
114444992,Walked only,5
114444992,Worked at home,102
114444993,Train,0
114444993,Bus,0
114444993,Ferry,0
114444993,Tram/light rail,0
114444993,Taxi/ride-share service,0
114444993,"Car, as driver",57
114444993,"Car, as passenger",0
114444993,Truck,0
114444993,Motorbike/scooter,0
114444993,Bicycle,0
114444993,Walked only,0
114444993,Worked at home,113
114444994,Train,3
114444994,Bus,0
114444994,Ferry,0
114444994,Tram/light rail,0
114444994,Taxi/ride-share service,0
114444994,"Car, as driver",92
114444994,"Car, as passenger",3
114444994,Truck,0
114444994,Motorbike/scooter,6
114444994,Bicycle,0
114444994,Walked only,3
114444994,Worked at home,98
114444995,Train,0
114444995,Bus,3
114444995,Ferry,0
114444995,Tram/light rail,0
114444995,Taxi/ride-share service,0
114444995,"Car, as driver",93
114444995,"Car, as passenger",16
114444995,Truck,0
114444995,Motorbike/scooter,0
114444995,Bicycle,0
114444995,Walked only,4
114444995,Worked at home,72
114454851,Train,3
114454851,Bus,0
114454851,Ferry,0
114454851,Tram/light rail,0
114454851,Taxi/ride-share service,0
114454851,"Car, as driver",735
114454851,"Car, as passenger",54
114454851,Truck,52
114454851,Motorbike/scooter,0
114454851,Bicycle,0
114454851,Walked only,44
114454851,Worked at home,297
114464864,Train,0
114464864,Bus,0
114464864,Ferry,0
114464864,Tram/light rail,0
114464864,Taxi/ride-share service,0
114464864,"Car, as driver",132
114464864,"Car, as passenger",3
114464864,Truck,6
114464864,Motorbike/scooter,0
114464864,Bicycle,0
114464864,Walked only,5
114464864,Worked at home,83
114464865,Train,4
114464865,Bus,0
114464865,Ferry,0
114464865,Tram/light rail,0
114464865,Taxi/ride-share service,0
114464865,"Car, as driver",783
114464865,"Car, as passenger",31
114464865,Truck,15
114464865,Motorbike/scooter,0
114464865,Bicycle,0
114464865,Walked only,14
114464865,Worked at home,144
114464866,Train,0
114464866,Bus,0
114464866,Ferry,0
114464866,Tram/light rail,0
114464866,Taxi/ride-share service,0
114464866,"Car, as driver",317
114464866,"Car, as passenger",12
114464866,Truck,11
114464866,Motorbike/scooter,0
114464866,Bicycle,0
114464866,Walked only,7
114464866,Worked at home,127
114464867,Train,3
114464867,Bus,0
114464867,Ferry,0
114464867,Tram/light rail,0
114464867,Taxi/ride-share service,0
114464867,"Car, as driver",355
114464867,"Car, as passenger",14
114464867,Truck,7
114464867,Motorbike/scooter,5
114464867,Bicycle,0
114464867,Walked only,6
114464867,Worked at home,96
114464868,Train,0
114464868,Bus,0
114464868,Ferry,0
114464868,Tram/light rail,0
114464868,Taxi/ride-share service,0
114464868,"Car, as driver",120
114464868,"Car, as passenger",9
114464868,Truck,10
114464868,Motorbike/scooter,0
114464868,Bicycle,0
114464868,Walked only,14
114464868,Worked at home,104
114464869,Train,4
114464869,Bus,0
114464869,Ferry,0
114464869,Tram/light rail,0
114464869,Taxi/ride-share service,0
114464869,"Car, as driver",260
114464869,"Car, as passenger",14
114464869,Truck,10
114464869,Motorbike/scooter,0
114464869,Bicycle,0
114464869,Walked only,8
114464869,Worked at home,112
114474833,Train,0
114474833,Bus,0
114474833,Ferry,0
114474833,Tram/light rail,0
114474833,Taxi/ride-share service,0
114474833,"Car, as driver",74
114474833,"Car, as passenger",0
114474833,Truck,5
114474833,Motorbike/scooter,0
114474833,Bicycle,0
114474833,Walked only,5
114474833,Worked at home,51
114474834,Train,0
114474834,Bus,0
114474834,Ferry,0
114474834,Tram/light rail,0
114474834,Taxi/ride-share service,0
114474834,"Car, as driver",28
114474834,"Car, as passenger",3
114474834,Truck,7
114474834,Motorbike/scooter,0
114474834,Bicycle,0
114474834,Walked only,11
114474834,Worked at home,52
114474835,Train,12
114474835,Bus,0
114474835,Ferry,0
114474835,Tram/light rail,0
114474835,Taxi/ride-share service,0
114474835,"Car, as driver",1045
114474835,"Car, as passenger",122
114474835,Truck,28
114474835,Motorbike/scooter,4
114474835,Bicycle,4
114474835,Walked only,48
114474835,Worked at home,202
114474836,Train,0
114474836,Bus,0
114474836,Ferry,0
114474836,Tram/light rail,0
114474836,Taxi/ride-share service,0
114474836,"Car, as driver",47
114474836,"Car, as passenger",6
114474836,Truck,9
114474836,Motorbike/scooter,0
114474836,Bicycle,0
114474836,Walked only,8
114474836,Worked at home,46
114474837,Train,3
114474837,Bus,0
114474837,Ferry,0
114474837,Tram/light rail,0
114474837,Taxi/ride-share service,0
114474837,"Car, as driver",372
114474837,"Car, as passenger",21
114474837,Truck,21
114474837,Motorbike/scooter,0
114474837,Bicycle,0
114474837,Walked only,23
114474837,Worked at home,167
114474838,Train,8
114474838,Bus,3
114474838,Ferry,0
114474838,Tram/light rail,0
114474838,Taxi/ride-share service,0
114474838,"Car, as driver",1427
114474838,"Car, as passenger",124
114474838,Truck,29
114474838,Motorbike/scooter,9
114474838,Bicycle,3
114474838,Walked only,34
114474838,Worked at home,588
114484819,Train,3
114484819,Bus,0
114484819,Ferry,0
114484819,Tram/light rail,0
114484819,Taxi/ride-share service,0
114484819,"Car, as driver",479
114484819,"Car, as passenger",44
114484819,Truck,32
114484819,Motorbike/scooter,0
114484819,Bicycle,0
114484819,Walked only,50
114484819,Worked at home,364
114484820,Train,0
114484820,Bus,0
114484820,Ferry,0
114484820,Tram/light rail,0
114484820,Taxi/ride-share service,0
114484820,"Car, as driver",275
114484820,"Car, as passenger",26
114484820,Truck,21
114484820,Motorbike/scooter,0
114484820,Bicycle,0
114484820,Walked only,22
114484820,Worked at home,196
114495056,Train,16
114495056,Bus,0
114495056,Ferry,0
114495056,Tram/light rail,0
114495056,Taxi/ride-share service,0
114495056,"Car, as driver",316
114495056,"Car, as passenger",20
114495056,Truck,3
114495056,Motorbike/scooter,0
114495056,Bicycle,7
114495056,Walked only,35
114495056,Worked at home,272
114495057,Train,0
114495057,Bus,0
114495057,Ferry,0
114495057,Tram/light rail,0
114495057,Taxi/ride-share service,0
114495057,"Car, as driver",98
114495057,"Car, as passenger",7
114495057,Truck,6
114495057,Motorbike/scooter,0
114495057,Bicycle,0
114495057,Walked only,12
114495057,Worked at home,132
114495058,Train,5
114495058,Bus,0
114495058,Ferry,0
114495058,Tram/light rail,0
114495058,Taxi/ride-share service,0
114495058,"Car, as driver",87
114495058,"Car, as passenger",5
114495058,Truck,3
114495058,Motorbike/scooter,0
114495058,Bicycle,4
114495058,Walked only,7
114495058,Worked at home,78
114495059,Train,0
114495059,Bus,0
114495059,Ferry,0
114495059,Tram/light rail,0
114495059,Taxi/ride-share service,0
114495059,"Car, as driver",3
114495059,"Car, as passenger",0
114495059,Truck,0
114495059,Motorbike/scooter,0
114495059,Bicycle,0
114495059,Walked only,0
114495059,Worked at home,3
114505159,Train,8
114505159,Bus,0
114505159,Ferry,0
114505159,Tram/light rail,0
114505159,Taxi/ride-share service,0
114505159,"Car, as driver",233
114505159,"Car, as passenger",13
114505159,Truck,0
114505159,Motorbike/scooter,0
114505159,Bicycle,0
114505159,Walked only,15
114505159,Worked at home,188
114505160,Train,0
114505160,Bus,0
114505160,Ferry,0
114505160,Tram/light rail,0
114505160,Taxi/ride-share service,0
114505160,"Car, as driver",32
114505160,"Car, as passenger",0
114505160,Truck,0
114505160,Motorbike/scooter,0
114505160,Bicycle,0
114505160,Walked only,0
114505160,Worked at home,71
114505161,Train,0
114505161,Bus,0
114505161,Ferry,0
114505161,Tram/light rail,0
114505161,Taxi/ride-share service,0
114505161,"Car, as driver",168
114505161,"Car, as passenger",9
114505161,Truck,0
114505161,Motorbike/scooter,3
114505161,Bicycle,0
114505161,Walked only,9
114505161,Worked at home,205
114505162,Train,22
114505162,Bus,4
114505162,Ferry,0
114505162,Tram/light rail,0
114505162,Taxi/ride-share service,0
114505162,"Car, as driver",568
114505162,"Car, as passenger",84
114505162,Truck,6
114505162,Motorbike/scooter,0
114505162,Bicycle,0
114505162,Walked only,29
114505162,Worked at home,291
114505163,Train,3
114505163,Bus,0
114505163,Ferry,0
114505163,Tram/light rail,0
114505163,Taxi/ride-share service,0
114505163,"Car, as driver",130
114505163,"Car, as passenger",8
114505163,Truck,0
114505163,Motorbike/scooter,0
114505163,Bicycle,0
114505163,Walked only,8
114505163,Worked at home,121
114505164,Train,0
114505164,Bus,0
114505164,Ferry,0
114505164,Tram/light rail,0
114505164,Taxi/ride-share service,0
114505164,"Car, as driver",176
114505164,"Car, as passenger",10
114505164,Truck,6
114505164,Motorbike/scooter,0
114505164,Bicycle,3
114505164,Walked only,0
114505164,Worked at home,82
114505165,Train,0
114505165,Bus,0
114505165,Ferry,0
114505165,Tram/light rail,0
114505165,Taxi/ride-share service,0
114505165,"Car, as driver",127
114505165,"Car, as passenger",7
114505165,Truck,0
114505165,Motorbike/scooter,0
114505165,Bicycle,0
114505165,Walked only,0
114505165,Worked at home,150
114505166,Train,0
114505166,Bus,0
114505166,Ferry,0
114505166,Tram/light rail,0
114505166,Taxi/ride-share service,0
114505166,"Car, as driver",73
114505166,"Car, as passenger",0
114505166,Truck,0
114505166,Motorbike/scooter,0
114505166,Bicycle,0
114505166,Walked only,5
114505166,Worked at home,103
114515090,Train,0
114515090,Bus,0
114515090,Ferry,0
114515090,Tram/light rail,0
114515090,Taxi/ride-share service,0
114515090,"Car, as driver",16
114515090,"Car, as passenger",0
114515090,Truck,0
114515090,Motorbike/scooter,0
114515090,Bicycle,0
114515090,Walked only,0
114515090,Worked at home,6
114515091,Train,0
114515091,Bus,0
114515091,Ferry,0
114515091,Tram/light rail,0
114515091,Taxi/ride-share service,0
114515091,"Car, as driver",0
114515091,"Car, as passenger",0
114515091,Truck,0
114515091,Motorbike/scooter,0
114515091,Bicycle,0
114515091,Walked only,0
114515091,Worked at home,0
114515092,Train,0
114515092,Bus,0
114515092,Ferry,0
114515092,Tram/light rail,0
114515092,Taxi/ride-share service,0
114515092,"Car, as driver",7
114515092,"Car, as passenger",0
114515092,Truck,0
114515092,Motorbike/scooter,0
114515092,Bicycle,0
114515092,Walked only,0
114515092,Worked at home,0
114525072,Train,13
114525072,Bus,3
114525072,Ferry,0
114525072,Tram/light rail,0
114525072,Taxi/ride-share service,0
114525072,"Car, as driver",330
114525072,"Car, as passenger",19
114525072,Truck,14
114525072,Motorbike/scooter,3
114525072,Bicycle,0
114525072,Walked only,33
114525072,Worked at home,314
114525073,Train,30
114525073,Bus,3
114525073,Ferry,0
114525073,Tram/light rail,0
114525073,Taxi/ride-share service,5
114525073,"Car, as driver",469
114525073,"Car, as passenger",46
114525073,Truck,4
114525073,Motorbike/scooter,5
114525073,Bicycle,0
114525073,Walked only,33
114525073,Worked at home,313
114525074,Train,45
114525074,Bus,7
114525074,Ferry,3
114525074,Tram/light rail,0
114525074,Taxi/ride-share service,6
114525074,"Car, as driver",1055
114525074,"Car, as passenger",101
114525074,Truck,12
114525074,Motorbike/scooter,9
114525074,Bicycle,0
114525074,Walked only,130
114525074,Worked at home,290
114525075,Train,11
114525075,Bus,0
114525075,Ferry,0
114525075,Tram/light rail,0
114525075,Taxi/ride-share service,4
114525075,"Car, as driver",335
114525075,"Car, as passenger",7
114525075,Truck,0
114525075,Motorbike/scooter,0
114525075,Bicycle,0
114525075,Walked only,11
114525075,Worked at home,334
114525076,Train,0
114525076,Bus,0
114525076,Ferry,0
114525076,Tram/light rail,0
114525076,Taxi/ride-share service,0
114525076,"Car, as driver",79
114525076,"Car, as passenger",0
114525076,Truck,3
