LGA_HTS_CODE,LGA_HTS,LGA_16_CODE,LGA_16,LGA_24_CODE,LGA_24,SA2_16_CODE,SA2_16,SA2_LGA_weight,CO2_weighted,CO2_total,SA2_LGA_CO2_ratio,CO2_total_car,CO2_total_car_prop
4400,Kiama,14400,Kiama (A),107031140,Kiama,107031140,Kiama Hinterland - Gerringong,0.365354036,764.6090186,2092.789304,0.013309743,2067.464694,0.987899111
6900,Shellharbour,16900,Shellharbour (C),107031141,Shellharbour,107031141,Shellharbour - Flinders,0.245876733,438.1835608,1782.126985,0.030006365,1761.393345,0.98836579
6900,Shellharbour,16900,Shellharbour (C),107031142,Shellharbour,107031142,Shellharbour - Oak Flats,0.145369816,239.4284418,1647.029957,-0.048074939,1629.994154,0.989656653
6900,Shellharbour,16900,Shellharbour (C),107031143,Shellharbour,107031143,Warilla,0.298336085,494.1449876,1656.336637,-0.042696007,1638.47421,0.989215703
8450,Wollongong,18450,Wollongong (C),107041144,Wollongong,107041144,Balgownie - Fairy Meadow,0.10410406,162.7508215,1563.347496,-0.023021743,1535.401857,0.982124487
8450,Wollongong,18450,Wollongong (C),107041145,Wollongong,107041145,Corrimal - Tarrawanna - Bellambi,0.075722311,124.0937587,1638.800467,0.024130866,1611.820347,0.983536665
8450,Wollongong,18450,Wollongong (C),107041146,Wollongong,107041146,Figtree - Keiraville,0.10352464,161.6621511,1561.581389,-0.024125431,1534.275862,0.982514183
8450,Wollongong,18450,Wollongong (C),107041147,Wollongong,107041147,Helensburgh,0.043152044,75.78843774,1756.311653,0.097566793,1691.857651,0.963301501
8450,Wollongong,18450,Wollongong (C),107041148,Wollongong,107041148,Thirroul - Austinmer - Coalcliff,0.055516273,93.87257931,1690.902041,0.056690552,1629.943882,0.963949325
8450,Wollongong,18450,Wollongong (C),107041150,Wollongong,107041150,Woonona - Bulli - Russell Vale,0.097421091,168.4525012,1729.117375,0.080572351,1691.429024,0.978203706
8450,Wollongong,18450,Wollongong (C),107041548,Wollongong,107041548,Wollongong - East,0.068587591,75.04182472,1094.102062,-0.316265943,1060.532487,0.969317694
8450,Wollongong,18450,Wollongong (C),107041549,Wollongong,107041549,Wollongong - West,0.082037004,106.2448666,1295.084674,-0.190666457,1260.819432,0.973542084
4650,Lake Macquarie,14650,Lake Macquarie (C),111011206,Lake Macquarie,111011206,Belmont - Bennetts Green,0.090791273,150.9588996,1662.702754,-0.028910873,1652.069352,0.993604749
4650,Lake Macquarie,14650,Lake Macquarie (C),111011207,Lake Macquarie,111011207,Belmont South - Blacksmiths,0.028706516,48.9731088,1705.992772,-0.003627661,1695.215312,0.993682587
4650,Lake Macquarie,14650,Lake Macquarie (C),111011208,Lake Macquarie,111011208,Charlestown - Dudley,0.122760825,188.8363475,1538.245996,-0.101598913,1527.184382,0.992808944
4650,Lake Macquarie,14650,Lake Macquarie (C),111011209,Lake Macquarie,111011209,Glendale - Cardiff - Hillsborough,0.119800017,191.5098429,1598.57943,-0.066361621,1585.786427,0.991997268
4650,Lake Macquarie,14650,Lake Macquarie (C),111011210,Lake Macquarie,111011210,Mount Hutton - Windale,0.045595414,72.51964551,1590.50306,-0.071078565,1583.655419,0.995694669
4650,Lake Macquarie,14650,Lake Macquarie (C),111011211,Lake Macquarie,111011211,Redhead,0.018015849,29.46365402,1635.429672,-0.044839513,1619.80508,0.990446186
4650,Lake Macquarie,14650,Lake Macquarie (C),111011212,Lake Macquarie,111011212,Swansea - Caves Beach,0.059144439,110.9110517,1875.257481,0.095230128,1860.57613,0.992171022
4650,Lake Macquarie,14650,Lake Macquarie (C),111011213,Lake Macquarie,111011213,Valentine - Eleebana,0.061439321,107.1795087,1744.477428,0.018849015,1735.335559,0.994759537
4650,Lake Macquarie,14650,Lake Macquarie (C),111011214,Lake Macquarie,111011214,Warners Bay - Boolaroo,0.06849301,111.9112137,1633.907076,-0.045728774,1623.902042,0.99387662
4650,Lake Macquarie,14650,Lake Macquarie (C),111021215,Lake Macquarie,111021215,Bolton Point - Teralba,0.043659108,74.48499696,1706.058607,-0.003589211,1694.579052,0.993271301
4650,Lake Macquarie,14650,Lake Macquarie (C),111021216,Lake Macquarie,111021216,Bonnells Bay - Silverwater,0.044663118,90.94763183,2036.302791,0.189287439,2004.353856,0.984310322
4650,Lake Macquarie,14650,Lake Macquarie (C),111021217,Lake Macquarie,111021217,Edgeworth - Cameron Park,0.072739567,125.6887487,1727.928195,0.009183559,1720.890999,0.99592738
4650,Lake Macquarie,14650,Lake Macquarie (C),111021218,Lake Macquarie,111021218,Morisset - Cooranbong,0.076648038,144.509185,1885.360523,0.101130735,1861.538246,0.987364604
4650,Lake Macquarie,14650,Lake Macquarie (C),111021219,Lake Macquarie,111021219,Toronto - Awaba,0.068769626,119.561695,1738.582889,0.015406353,1720.600651,0.989656957
4650,Lake Macquarie,14650,Lake Macquarie (C),111021220,Lake Macquarie,111021220,Wangi Wangi - Rathmines,0.045574924,86.55537465,1899.188568,0.109206901,1881.990801,0.990944676
4650,Lake Macquarie,14650,Lake Macquarie (C),111021221,Lake Macquarie,111021221,West Wallsend - Barnsley - Killingworth,0.033198953,58.19316342,1752.861406,0.023745614,1746.569146,0.996410293
5900,Newcastle,15900,Newcastle (C),111031222,Newcastle,111031222,Adamstown - Kotara,0.095190442,145.1459282,1524.795191,0.026287513,1509.772604,0.9901478
5900,Newcastle,15900,Newcastle (C),111031223,Newcastle,111031223,Beresfield - Hexham,0.05100011,86.48002555,1695.683118,0.141306334,1685.132517,0.993777964
5900,Newcastle,15900,Newcastle (C),111031224,Newcastle,111031224,Hamilton - Broadmeadow,0.072289818,95.11454029,1315.739103,-0.114420993,1294.917743,0.984175161
5900,Newcastle,15900,Newcastle (C),111031225,Newcastle,111031225,Lambton - New Lambton,0.100840849,147.8154204,1465.828798,-0.013400751,1452.013733,0.990575254
5900,Newcastle,15900,Newcastle (C),111031226,Newcastle,111031226,Maryland - Fletcher - Minmi,0.082803481,143.1570738,1728.877482,0.163648326,1719.179554,0.994390621
5900,Newcastle,15900,Newcastle (C),111031227,Newcastle,111031227,Mayfield - Warabrook,0.090754323,131.966733,1454.109608,-0.021288536,1437.801904,0.988785093
5900,Newcastle,15900,Newcastle (C),111031228,Newcastle,111031228,Merewether - The Junction,0.083120782,122.4316706,1472.936944,-0.008616501,1460.115423,0.991295269
5900,Newcastle,15900,Newcastle (C),111031229,Newcastle,111031229,Newcastle - Cooks Hill,0.065638691,74.1890443,1130.263922,-0.239257996,1114.777588,0.98629848
5900,Newcastle,15900,Newcastle (C),111031231,Newcastle,111031231,Shortland - Jesmond,0.070440927,101.1418592,1435.839412,-0.033585581,1417.009584,0.986885839
5900,Newcastle,15900,Newcastle (C),111031232,Newcastle,111031232,Stockton - Fullerton Cove,0.045734126,74.43607362,1627.582729,0.095470291,1592.227072,0.978277198
5900,Newcastle,15900,Newcastle (C),111031233,Newcastle,111031233,Wallsend - Elermore Vale,0.119769102,190.1130478,1587.329658,0.068377325,1572.82879,0.990864615
5900,Newcastle,15900,Newcastle (C),111031234,Newcastle,111031234,Waratah - North Lambton,0.073583432,107.6371545,1462.790625,-0.015445641,1447.147087,0.989305689
5900,Newcastle,15900,Newcastle (C),111031235,Newcastle,111031235,Wickham - Carrington - Tighes Hill,0.048833917,66.11024169,1353.777164,-0.088818874,1335.441685,0.986456058
6950,Shoalhaven,16950,Shoalhaven (C),114011272,Shoalhaven,114011272,Berry - Kangaroo Valley,0.088364236,146.7601753,1660.85491,0.004138493,1645.176634,0.990560117
6950,Shoalhaven,16950,Shoalhaven (C),114011273,Shoalhaven,114011273,Callala Bay - Currarong,0.036308973,69.52065662,1914.69631,0.157608805,1906.622201,0.995783087
6950,Shoalhaven,16950,Shoalhaven (C),114011274,Shoalhaven,114011274,Culburra Beach,0.049893416,87.4580389,1752.897394,0.059786582,1742.000215,0.993783333
6950,Shoalhaven,16950,Shoalhaven (C),114011276,Shoalhaven,114011276,Huskisson - Vincentia,0.042171098,75.44438076,1789.006792,0.081618011,1775.950339,0.992701842
6950,Shoalhaven,16950,Shoalhaven (C),114011277,Shoalhaven,114011277,North Nowra - Bomaderry,0.158458352,238.2826441,1503.755663,-0.090842351,1498.305198,0.996375432
6950,Shoalhaven,16950,Shoalhaven (C),114011278,Shoalhaven,114011278,Nowra,0.201504243,289.4145045,1436.270027,-0.131643582,1429.559445,0.995327772
6950,Shoalhaven,16950,Shoalhaven (C),114011279,Shoalhaven,114011279,St Georges Basin - Erowal Bay,0.140831758,264.8366219,1880.517759,0.136944749,1871.404595,0.995153907
6950,Shoalhaven,16950,Shoalhaven (C),114011280,Shoalhaven,114011280,Sussex Inlet - Berrara,0.043689418,87.73867943,2008.236398,0.214162332,1995.446491,0.993631274
6950,Shoalhaven,16950,Shoalhaven (C),114011281,Shoalhaven,114011281,Tomerong - Wandandian - Woollamia,0.034237622,60.08965937,1755.076897,0.06110429,1747.303088,0.995570673
6950,Shoalhaven,16950,Shoalhaven (C),114011282,Shoalhaven,114011282,Ulladulla,0.153631903,241.2311767,1570.189342,-0.050677124,1562.226951,0.994929025
6950,Shoalhaven,16950,Shoalhaven (C),114011283,Shoalhaven,114011283,Ulladulla Region,0.050908981,93.2332642,1831.371643,0.107231433,1822.24051,0.995014047
8350,Wingecarribee,18350,Wingecarribee (A),114021284,Wingecarribee,114021284,Bowral,0.270510812,502.2729292,1856.757316,-0.025355202,1825.653846,0.9832485
8350,Wingecarribee,18350,Wingecarribee (A),114021285,Wingecarribee,114021285,Hill Top - Colo Vale,0.125895748,274.6250046,2181.368386,0.145038898,2167.380468,0.993587549
8350,Wingecarribee,18350,Wingecarribee (A),114021286,Wingecarribee,114021286,Mittagong,0.188007939,343.3510471,1826.258236,-0.041364709,1801.81947,0.986618121
8350,Wingecarribee,18350,Wingecarribee (A),114021287,Wingecarribee,114021287,Moss Vale - Berrima,0.204763397,351.388689,1716.071789,-0.099203526,1698.805332,0.989938383
8350,Wingecarribee,18350,Wingecarribee (A),114021288,Wingecarribee,114021288,Robertson - Fitzroy Falls,0.073247676,149.6507513,2043.07849,0.072448082,2021.378315,0.989378688
8350,Wingecarribee,18350,Wingecarribee (A),114021289,Wingecarribee,114021289,Southern Highlands,0.137574428,283.7720881,2062.680487,0.082737518,2031.550152,0.984907825
7420,The Hills Shire,17420,The Hills Shire (A),115011290,The Hills,115011290,Baulkham Hills (East),0.140704535,191.8224934,1363.300006,-0.059830831,1277.187704,0.936835398
7420,The Hills Shire,17420,The Hills Shire (A),115011291,The Hills,115011291,Baulkham Hills (West) - Bella Vista,0.123072772,171.0030544,1389.44668,-0.041799366,1318.731168,0.949105271
7420,The Hills Shire,17420,The Hills Shire (A),115011294,The Hills,115011294,Glenhaven,0.038348318,57.97278972,1511.742698,0.042539331,1462.18779,0.967220012
7420,The Hills Shire,17420,The Hills Shire (A),115011296,The Hills,115011296,West Pennant Hills,0.077518429,110.0613852,1419.809285,-0.020860478,1333.48091,0.939197204
7420,The Hills Shire,17420,The Hills Shire (A),115011553,The Hills,115011553,Castle Hill - Central,0.046664377,62.79550741,1345.684041,-0.071979285,1263.705819,0.939080631
4000,Hornsby,14000,Hornsby (A),115011554,Hornsby,115011554,Castle Hill - East,0.042809477,61.87681398,1445.399905,0.094223999,1367.297311,0.945964717
7420,The Hills Shire,17420,The Hills Shire (A),115011555,The Hills,115011555,Castle Hill - North,0.072894308,101.2173868,1388.549938,-0.042417784,1321.207741,0.951501783
7420,The Hills Shire,17420,The Hills Shire (A),115011556,The Hills,115011556,Castle Hill - South,0.058378,79.52025768,1362.161391,-0.060616051,1285.752388,0.943906058
7420,The Hills Shire,17420,The Hills Shire (A),115011557,The Hills,115011557,Castle Hill - West,0.032129672,46.94250651,1461.032858,0.007568431,1383.438204,0.946890548
4000,Hornsby,14000,Hornsby (A),115011558,Hornsby,115011558,Cherrybrook,0.143626791,200.9343865,1399.003523,0.059100132,1301.242499,0.93012096
7420,The Hills Shire,17420,The Hills Shire (A),115011559,The Hills,115011559,Kellyville,0.142470777,213.1356181,1495.995338,0.031679518,1429.913049,0.95582721
7420,The Hills Shire,17420,The Hills Shire (A),115021297,The Hills,115021297,Dural - Kenthurst - Wisemans Ferry,0.128905052,201.9868843,1566.943119,0.080607059,1531.95569,0.977671539
4000,Hornsby,14000,Hornsby (A),115021298,Hornsby,115021298,Galston - Laughtondale,0.039870822,62.91126705,1577.877352,0.194514585,1547.54141,0.980774208
3800,Hawkesbury,13800,Hawkesbury (C),115031299,Hawkesbury,115031299,Bilpin - Colo - St Albans,0.041857861,104.4136071,2494.480238,0.330510167,2478.936016,0.993768553
3800,Hawkesbury,13800,Hawkesbury (C),115031300,Hawkesbury,115031300,Kurrajong Heights - Ebenezer,0.340618146,699.3716398,2053.242459,0.095162,2027.961054,0.987687083
3800,Hawkesbury,13800,Hawkesbury (C),115041301,Hawkesbury,115041301,Pitt Town - McGraths Hill,0.163807183,294.2315481,1796.20663,-0.041936213,1771.680613,0.986345659
7420,The Hills Shire,17420,The Hills Shire (A),115041302,The Hills,115041302,Rouse Hill - Beaumont Hills,0.138913761,213.6003089,1537.646863,0.060403556,1476.131809,0.95999403
750,Blacktown,10750,Blacktown (C),116011303,Blacktown,116011303,Blacktown (East) - Kings Park,0.049825082,67.40553064,1352.843346,-0.101352498,1274.694489,0.942233624
750,Blacktown,10750,Blacktown (C),116011304,Blacktown,116011304,Blacktown (North) - Marayong,0.05307608,79.34953142,1495.014918,-0.006912792,1429.541086,0.956205231
750,Blacktown,10750,Blacktown (C),116011306,Blacktown,116011306,Doonside - Woodcroft,0.066333322,99.31440195,1497.202295,-0.005459792,1417.100292,0.946498877
750,Blacktown,10750,Blacktown (C),116011307,Blacktown,116011307,Lalor Park - Kings Langley,0.073247582,107.220482,1463.809168,-0.027641703,1402.516723,0.958128118
750,Blacktown,10750,Blacktown (C),116011308,Blacktown,116011308,Seven Hills - Toongabbie,0.070438296,101.006113,1433.965879,-0.047465578,1369.550179,0.955078638
750,Blacktown,10750,Blacktown (C),116011560,Blacktown,116011560,Blacktown (South),0.03629398,52.98791608,1459.964327,-0.030195699,1412.621235,0.967572432
750,Blacktown,10750,Blacktown (C),116011561,Blacktown,116011561,Blacktown (West),0.047569408,68.92735785,1448.984983,-0.037488901,1387.275184,0.957411705
750,Blacktown,10750,Blacktown (C),116021309,Blacktown,116021309,Glenwood,0.047492844,68.27290664,1437.54092,-0.045090801,1356.42886,0.943575826
750,Blacktown,10750,Blacktown (C),116021310,Blacktown,116021310,Parklea - Kellyville Ridge,0.096131194,145.5623224,1514.204873,0.005834438,1432.548031,0.946072792
750,Blacktown,10750,Blacktown (C),116021312,Blacktown,116021312,Riverstone - Marsden Park,0.050964698,79.93550436,1568.448505,0.041866624,1511.495117,0.963688073
750,Blacktown,10750,Blacktown (C),116021562,Blacktown,116021562,Acacia Gardens,0.011178251,16.72924876,1496.589114,-0.005867108,1427.37852,0.953754445
750,Blacktown,10750,Blacktown (C),116021563,Blacktown,116021563,Quakers Hill,0.06756717,104.4536242,1545.922734,0.026903527,1472.274385,0.952359618
750,Blacktown,10750,Blacktown (C),116031313,Blacktown,116031313,Bidwill - Hebersham - Emerton,0.05429815,85.42663199,1573.288077,0.045081387,1532.433725,0.974032504
750,Blacktown,10750,Blacktown (C),116031314,Blacktown,116031314,Glendenning - Dean Park,0.024600398,38.63801549,1570.625625,0.043312811,1517.110664,0.965927615
750,Blacktown,10750,Blacktown (C),116031315,Blacktown,116031315,Hassall Grove - Plumpton,0.060876709,96.00620361,1577.059687,0.047586738,1522.050071,0.965118875
750,Blacktown,10750,Blacktown (C),116031316,Blacktown,116031316,Lethbridge Park - Tregear,0.060970941,99.55143336,1632.768524,0.084592211,1579.245203,0.967219284
750,Blacktown,10750,Blacktown (C),116031317,Blacktown,116031317,Mount Druitt - Whalan,0.066848652,98.39074343,1471.843343,-0.022304876,1403.71391,0.953711492
750,Blacktown,10750,Blacktown (C),116031319,Blacktown,116031319,Rooty Hill - Minchinbury,0.062287242,96.24361728,1545.157791,0.026395401,1484.648331,0.9608393
500,Bayside,11100,Botany Bay (C),117011321,Bayside (NSW),117011321,Botany,0.23221681,297.8464786,1282.622385,0.141836341,1241.502379,0.967940677
500,Bayside,11100,Botany Bay (C),117011322,Bayside (NSW),117011322,Mascot - Eastlakes,0.523721649,542.7982385,1036.425054,-0.077337332,969.4266586,0.935356256
500,Bayside,11100,Botany Bay (C),117011323,Bayside (NSW),117011323,Pagewood - Hillsdale - Daceyville,0.244061541,282.6532013,1158.122661,0.031002232,1108.063571,0.956775658
4170,Inner West,14170,Inner West (A),117021326,Inner West,117021326,Marrickville,0.160402275,163.008491,1016.247999,0.004053156,925.6241336,0.910825049
4170,Inner West,14170,Inner West (A),117021327,Inner West,117021327,Petersham - Stanmore,0.122290114,108.9200766,890.669516,-0.120018402,797.6991006,0.895617383
4170,Inner West,14170,Inner West (A),117021328,Inner West,117021328,Sydenham - Tempe - St Peters,0.04738334,47.24997083,997.1853152,-0.014780778,902.4546278,0.905001923
7200,Sydney,17200,Sydney (C),117031329,Sydney,117031329,Darlinghurst,0.052823443,16.85805043,319.1395614,-0.371393967,284.9557195,0.892887482
7200,Sydney,17200,Sydney (C),117031330,Sydney,117031330,Erskineville - Alexandria,0.07578346,57.50051934,758.7476124,0.494497657,682.256893,0.899188191
7200,Sydney,17200,Sydney (C),117031331,Sydney,117031331,Glebe - Forest Lodge,0.091550676,55.65022403,607.8625136,0.197300772,556.039042,0.914744748
7200,Sydney,17200,Sydney (C),117031332,Sydney,117031332,Newtown - Camperdown - Darlington,0.115943653,65.45676064,564.5566527,0.112001647,494.3974539,0.875726912
7200,Sydney,17200,Sydney (C),117031333,Sydney,117031333,Potts Point - Woolloomooloo,0.09895352,40.03410479,404.5748427,-0.20311294,362.9364263,0.897081054
7200,Sydney,17200,Sydney (C),117031334,Sydney,117031334,Pyrmont - Ultimo,0.101077286,35.15141889,347.7677358,-0.315005335,317.2121373,0.912137915
7200,Sydney,17200,Sydney (C),117031335,Sydney,117031335,Redfern - Chippendale,0.104998086,45.24161093,430.8803393,-0.151299263,373.1359527,0.865985098
7200,Sydney,17200,Sydney (C),117031336,Sydney,117031336,Surry Hills,0.076623631,25.24854677,329.5138384,-0.350959856,286.3336684,0.868957947
7200,Sydney,17200,Sydney (C),117031337,Sydney,117031337,Sydney - Haymarket - The Rocks,0.127930098,34.77653033,271.8400976,-0.464559252,230.0151964,0.846141531
7200,Sydney,17200,Sydney (C),117031338,Sydney,117031338,Waterloo - Beaconsfield,0.154316147,131.7763135,853.9372973,0.681991836,783.3395905,0.917326826
8050,Waverley,18050,Waverley (A),118011339,Waverley,118011339,Bondi - Tamarama - Bronte,0.275410474,292.8158411,1063.197913,0.02670275,985.6139579,0.92702774
8050,Waverley,18050,Waverley (A),118011340,Waverley,118011340,Bondi Beach - North Bondi,0.310253992,326.4058246,1052.060031,0.015947186,974.1224769,0.9259191
8050,Waverley,18050,Waverley (A),118011341,Waverley,118011341,Bondi Junction - Waverly,0.25224133,208.6600662,827.2239374,-0.20117122,740.8578394,0.895595262
8500,Woollahra,18500,Woollahra (A),118011343,Woollahra,118011343,Double Bay - Bellevue Hill,0.417485018,398.9975398,955.7170259,0.073543457,895.1146925,0.936589668
8050,Waverley,18050,Waverley (A),118011344,Waverley,118011344,Dover Heights,0.162094203,207.6642551,1281.133139,0.237157166,1227.079786,0.957808169
8500,Woollahra,18500,Woollahra (A),118011345,Woollahra,118011345,Paddington - Moore Park,0.254670897,155.9152864,612.2226302,-0.312298954,563.3918516,0.920240161
8500,Woollahra,18500,Woollahra (A),118011346,Woollahra,118011346,Rose Bay - Vaucluse - Watsons Bay,0.198821574,222.5032689,1119.110288,0.257080803,1067.080644,0.953508028
8500,Woollahra,18500,Woollahra (A),118011347,Woollahra,118011347,Woollahra,0.129022511,112.8292135,874.4924635,-0.017694949,812.3250054,0.928910241
6550,Randwick,16550,Randwick (C),118021348,Randwick,118021348,Coogee - Clovelly,0.180974725,194.7724267,1076.241043,0.029583851,1003.519872,0.932430405
6550,Randwick,16550,Randwick (C),118021350,Randwick,118021350,Malabar - La Perouse - Chifley,0.170886211,230.4705706,1348.678569,0.290210669,1301.369912,0.964922215
6550,Randwick,16550,Randwick (C),118021564,Randwick,118021564,Kensington (NSW),0.105840532,88.63055137,837.3970699,-0.19890576,767.6216522,0.916675828
6550,Randwick,16550,Randwick (C),118021565,Randwick,118021565,Kingsford,0.110923892,95.27626303,858.9336464,-0.178302837,793.2578372,0.923537971
6550,Randwick,16550,Randwick (C),118021566,Randwick,118021566,Maroubra - North,0.06975934,86.66569496,1242.352565,0.188494108,1178.537354,0.948633574
6550,Randwick,16550,Randwick (C),118021567,Randwick,118021567,Maroubra - South,0.075937578,94.62356101,1246.070305,0.192050678,1179.907881,0.946903137
6550,Randwick,16550,Randwick (C),118021568,Randwick,118021568,Maroubra - West,0.072482315,76.86459996,1060.460058,0.014487004,988.4130943,0.932060653
6550,Randwick,16550,Randwick (C),118021569,Randwick,118021569,Randwick - North,0.119967296,107.0276752,892.1404317,-0.146535632,820.7374162,0.919964377
6550,Randwick,16550,Randwick (C),118021570,Randwick,118021570,Randwick - South,0.093228111,70.9852102,761.4142284,-0.271594594,694.060539,0.911541331
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011354,Canterbury-Bankstown,119011354,Bass Hill - Georges Hall,0.06509936,103.27267,1586.385335,0.082960664,1556.536325,0.981184262
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011355,Canterbury-Bankstown,119011355,Chullora,0.002683403,4.084691876,1522.205899,0.039147976,1452.157239,0.953982138
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011356,Canterbury-Bankstown,119011356,Condell Park,0.033706525,52.96766086,1571.436417,0.072755646,1537.749978,0.978563282
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011357,Canterbury-Bankstown,119011357,Greenacre - Mount Lewis,0.077413199,116.4899217,1504.781139,0.027252802,1472.681188,0.978668027
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011358,Canterbury-Bankstown,119011358,Padstow,0.049121185,74.47589732,1516.166545,0.035025155,1443.08535,0.951798702
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011359,Canterbury-Bankstown,119011359,Panania - Milperra - Picnic Point,0.076888445,122.1720452,1588.951958,0.084712793,1527.586403,0.961379855
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011360,Canterbury-Bankstown,119011360,Revesby,0.048369833,72.04465003,1489.454182,0.016789713,1418.325389,0.952245061
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011361,Canterbury-Bankstown,119011361,Yagoona - Birrong,0.061736162,93.83860999,1519.99423,0.03763816,1472.009888,0.968431234
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011571,Canterbury-Bankstown,119011571,Bankstown - North,0.048411574,67.33908309,1390.970744,-0.05044092,1332.523061,0.957980653
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119011572,Canterbury-Bankstown,119011572,Bankstown - South,0.047684074,66.51415661,1394.892488,-0.047763705,1344.406656,0.96380665
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021362,Canterbury-Bankstown,119021362,Belmore - Belfield,0.056748014,80.9525429,1426.526449,-0.026168488,1372.021461,0.961791814
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021363,Canterbury-Bankstown,119021363,Canterbury (South) - Campsie,0.091295338,117.469708,1286.699963,-0.121622335,1208.616664,0.939315069
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021364,Canterbury-Bankstown,119021364,Kingsgrove (North) - Earlwood,0.070600337,101.9038141,1443.38991,-0.01465649,1384.304832,0.959065061
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021366,Canterbury-Bankstown,119021366,Punchbowl,0.061876295,92.19689403,1490.019628,0.01717572,1442.8442,0.968339056
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021367,Canterbury-Bankstown,119021367,Roselands,0.04096364,61.7059156,1506.358214,0.028329407,1458.719091,0.968374639
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021573,Canterbury-Bankstown,119021573,Lakemba,0.050743154,67.87604603,1337.639478,-0.086848003,1274.73409,0.952972838
1570,Canterbury-Bankstown,11570,Canterbury-Bankstown (A),119021574,Canterbury-Bankstown,119021574,Wiley Park,0.030462589,43.6635466,1433.349825,-0.021510447,1368.402861,0.954688687
2930,Georges River,12930,Georges River (A),119031368,Georges River,119031368,Hurstville,0.152855728,167.9597158,1098.81205,-0.12780394,1009.222842,0.918467214
2930,Georges River,12930,Georges River (A),119031369,Georges River,119031369,Mortdale - Penshurst,0.154758899,200.0520323,1292.669007,0.026072489,1201.274664,0.929297955
2930,Georges River,12930,Georges River (A),119031370,Georges River,119031370,Narwee - Beverly Hills,0.089209537,118.0527261,1323.31957,0.050401763,1245.075224,0.940872675
2930,Georges River,12930,Georges River (A),119031371,Georges River,119031371,Oatley - Hurstville Grove,0.081655112,108.5717399,1329.638001,0.055417099,1248.394236,0.938897831
2930,Georges River,12930,Georges River (A),119031372,Georges River,119031372,Peakhurst - Lugarno,0.11611287,173.5039448,1494.269712,0.186095616,1437.771786,0.962190276
2930,Georges River,12930,Georges River (A),119031373,Georges River,119031373,Riverwood,0.073000214,95.13747464,1303.249257,0.034470697,1218.52665,0.934991249
2930,Georges River,12930,Georges River (A),119031374,Georges River,119031374,South Hurstville - Blakehurst,0.155814059,199.7558116,1282.014042,0.017614975,1209.048076,0.943084893
